latitude,longitude
45.75093,4.8375
45.76988,4.83745
45.77842,4.8305
45.72471,4.8801
45.77007,4.84382
45.75542,4.8291
45.74895,4.8446
45.75791,4.82451
45.75421,4.84102
45.76868,4.83646
45.77267,4.83501
45.76831,4.82809
45.75438,4.82383
45.79923,4.83447
45.7579,4.8331
45.75895,4.82997
45.77084,4.83444
45.75253,4.86438
45.76445,4.83257
45.75459,4.82583
45.76469,4.82817
45.74165,4.84043
45.77027,4.83319
45.77126,4.83592
45.74704,4.84685
45.77631,4.84484
45.75558,4.8426
45.77187,4.80833
45.76119,4.87978
45.77694,4.826
45.75294,4.86501
45.76888,4.83336
45.7778,4.82397
45.77666,4.80853
45.75495,4.86566
45.75555,4.86745
45.78249,4.83729
45.74013,4.86697
45.75434,4.75539
45.7552,4.86702
45.7632,4.82684
45.78133,4.83485
45.74278,4.86675
45.77381,4.83658
45.77514,4.82299
45.77261,4.83272
45.75907,4.8257
45.79016,4.81428
45.73622,4.83858
45.76158,4.83268
45.76411,4.78683
45.74834,4.8509
45.74965,4.83815
45.75644,4.84377
45.75188,4.84784
45.77639,4.8339
45.77507,4.83404
45.75308,4.85314
45.73613,4.8679
45.74794,4.83589
45.7637,4.86437
45.76968,4.82945
45.76199,4.8371
45.77406,4.83683
45.76584,4.83337
45.76024,4.87399
45.77075,4.85109
45.76891,4.83539
45.76902,4.85504
45.75524,4.84772
45.77036,4.83556
45.75269,4.8469
45.7769,4.80203
45.7739,4.83097
45.77352,4.8328
45.77762,4.82419
45.74851,4.83932
45.77676,4.87553
45.77103,4.83371
45.77952,4.83439
45.75353,4.8814
45.76418190012111,4.845019046906585
45.74839,4.84561
45.76117,4.85038
45.76933,4.8511
45.77031,4.85088
45.7506,4.91553
45.74355,4.8491
45.75206,4.82393
45.75352,4.86877
45.78712,4.84956
45.74719,4.84281
45.77027,4.83416
45.76569,4.85148
45.76441,4.78667
45.76817,4.79364
45.77006,4.87644
45.769,4.83654
45.74671,4.85472
45.75799,4.84135
45.767269,4.825591
45.7624,4.78698
45.76035,4.83693
45.76028,4.83367
45.78072,4.83459
45.77946,4.83475
45.76072,4.84266
45.75327,4.85112
45.73381,4.87549
45.7522,4.8301
45.75299,4.82666
45.76349,4.86827
45.77052,4.90029
45.7527,4.85441
45.75064,4.82341
45.76972,4.85728
45.75666,4.84356
45.77644,4.83422
45.74726,4.84286
45.77224,4.82861
45.81369,4.81663
45.81116,4.80181
45.74988,4.84018
45.77741,4.82213
45.76864,4.84618
45.76014,4.83647
45.7583,4.83314
45.77014,4.80158
45.77211,4.83817
45.742,4.81728
45.75401,4.84074
45.75754,4.83359
45.77075,4.80415
45.75399,4.8675
45.75834,4.88762
45.75826,4.82347
45.77029,4.8476
45.73666,4.83632
45.78165,4.83841
45.77104,4.83209
45.76325,4.8662
45.76668,4.82366
45.7309,4.81259
45.75311,4.89741
45.7692,4.85279
45.74939,4.85269
45.76561,4.8164
45.73025,4.83438
45.75351,4.82744
45.73882,4.80808
45.7604,4.82779
45.7411,4.87539
45.76796,4.83133
45.75371,4.85482
45.78557,4.79076
45.72981,4.85436
45.75004,4.78625
45.76552,4.898
45.77276,4.8029
45.7806,4.83997
45.76643,4.85506
45.76037,4.82566
45.76921,4.8009
45.76844,4.8348
45.75404,4.83171
45.77062,4.83157
45.75678,4.87265
45.76953,4.85668
45.74733,4.83548
45.76939,4.82742
45.77473,4.83556
45.73702,4.82565
45.76721,4.86633
45.75432,4.84364
45.75962,4.83281
45.76315,4.83217
45.76377,4.83277
45.77421,4.83181
45.77205,4.82884
45.75597,4.82097
45.76876,4.85612
45.76694,4.83362
45.77899,4.81173
45.76794,4.82971
45.77276,4.83415
45.71874,4.80016
45.76003,4.83061
45.78079,4.83355
45.7542,4.86662
45.7501,4.85791
45.77119,4.83164
45.78063,4.8335
45.76982,4.83296
45.75871,4.7954
45.7784,4.8779
45.7146,4.80776
45.72608,4.87961
45.77077,4.82757
45.76327,4.83165
45.76425,4.79097
45.73958,4.8761
45.76485,4.84071
45.77755,4.83489
45.77674,4.82461
45.77144,4.81425
45.76674,4.83091
45.7346,4.83519
45.74176,4.85897
45.77611,4.83317
45.76907,4.85687
45.76946,4.8037
45.75299,4.85573
45.75869,4.82971
45.74473,4.82448
45.76299,4.79129
45.76748,4.83245
45.77098,4.83221
45.75846,4.83215
45.76406,4.82713
45.76232,4.82607
45.76243,4.8676
45.7596,4.79313
45.74472,4.82336
45.74569,4.87466
45.77099,4.8346
45.76148,4.83243
45.76037,4.83365
45.75532,4.84334
45.76274,4.82744
45.77037,4.83763
45.75523,4.81304
45.75512,4.84658
45.7652,4.82635
45.77142,4.81248
45.76994,4.82819
45.74047,4.86764
45.78774,4.81744
45.76949,4.85358
45.77446,4.84312
45.7691,4.83487
45.74672,4.84646
45.74463,4.82425
45.75524,4.83182
45.76436,4.82809
45.75564,4.81536
45.75304,4.85554
45.75272,4.85582
45.75276,4.85709
45.7548,4.85541
45.7426,4.82194
45.77844,4.83626
45.77461,4.83601
45.75737,4.83216
45.75358,4.85744
45.75548,4.85742
45.75429,4.82304
45.76606,4.83173
45.78169,4.84158
45.77788,4.83692
45.7645,4.83423
45.75086,4.87466
45.78184,4.84092
45.7577,4.84355
45.77592,4.83999
45.75554,4.83249
45.77636,4.82
45.77746,4.83412
45.77905,4.80221
45.74204,4.84989
45.75751,4.83205
45.76677,4.83023
45.72991,4.83085
45.72978,4.83221
45.77524,4.82713
45.76362,4.83286
45.76856,4.83379
45.74913,4.83858
45.75306,4.84135
45.79761,4.78016
45.77253,4.83145
45.71108,4.85588
45.76512,4.84458
45.76669,4.82829
45.77654,4.86712
45.7527,4.82734
45.75577,4.84227
45.76754,4.83728
45.75739,4.8411
45.74885,4.84236
45.76796,4.83108
45.76956,4.83519
45.76853,4.83815
45.75793,4.83382
45.76054,4.82578
45.76915,4.88725
45.76795,4.83217
45.7604,4.84141
45.76762,4.83484
45.77665,4.82733
45.7722,4.8266
45.75956,4.83343
45.7734,4.82749
45.7541,4.83119
45.77208,4.83089
45.76358,4.854
45.76942,4.84732
45.7671,4.8425
45.76518,4.83382
45.76857,4.85731
45.77013,4.82243
45.76665,4.85168
45.75289,4.84253
45.7547,4.8678
45.75738,4.82847
45.76426,4.84318
45.74879,4.8804
45.78275,4.84386
45.76323,4.85981
45.7564,4.84357
45.76759,4.82957
45.74846,4.85609
45.76437,4.83452
45.810287,4.851555
45.76496,4.83536
45.76748,4.85539
45.76692,4.83308
45.73632,4.86525
45.75512,4.84294
45.75378,4.81628
45.76851,4.83502
45.77182,4.83255
45.75413,4.84598
45.7679,4.83088
45.77155,4.84052
45.74741,4.84041
45.76578,4.83248
45.7496,4.84952
45.75498,4.83004
45.75014,4.83616
45.76386,4.8483
45.73957,4.86632
45.75204,4.82505
45.74413,4.87304
45.77786,4.83163
45.75852,4.82477
45.76812,4.83208
45.75384,4.85771
45.76872,4.82812
45.76056,4.82638
45.74372,4.86234
45.73777,4.82611
45.77199,4.83606
45.7554,4.84832
45.70917,4.81586
45.75247,4.82187
45.76295,4.82935
45.75345,4.8258
45.76096,4.83355
45.76235,4.82612
45.77411,4.82732
45.7741,4.83125
45.76096,4.8014
45.77287,4.8238
45.76894,4.81199
45.77014,4.82842
45.76968,4.83681
45.75355,4.84379
45.74673,4.8491
45.77101,4.82899
45.74308,4.86202
45.76934,4.85149
45.77566,4.83746
45.77748,4.8369
45.76968,4.83599
45.77751,4.80728
45.75233,4.8333
45.77818,4.83155
45.74435,4.83341
45.74774,4.82736
45.75366,4.83972
45.77196,4.83711
45.75464,4.82701
45.76886,4.83214
45.77222,4.81144
45.75366,4.84271
45.7755,4.83149
45.77045,4.83458
45.76375,4.83771
45.75346,4.83114
45.76733,4.82432
45.75384,4.82519
45.75421,4.84078
45.77063,4.8483
45.76234,4.83318
45.75503,4.84416
45.76127,4.86211
45.76263,4.82795
45.75132,4.81643
45.77315,4.83504
45.74695,4.85723
45.76966,4.82696
45.76875,4.84521
45.76288,4.84284
45.75337,4.83919
45.77401,4.82349
45.75542,4.81672
45.76931,4.83429
45.76546,4.8332
45.71087,4.85393
45.75308,4.84332
45.76475,4.83498
45.77783,4.82663
45.75592,4.83005
45.75261,4.8313
45.766,4.83848
45.74887,4.85499
45.7769,4.80364
45.77812,4.79027
45.75077,4.83231
45.75612,4.81123
45.76843,4.83822
45.76595,4.83513
45.7556,4.84236
45.76395,4.83307
45.76453,4.8344
45.77093,4.8366
45.75105,4.85643
45.7782,4.83635
45.75115,4.84399
45.76153,4.83428
45.77156,4.83056
45.74767,4.83973
45.76371,4.82693
45.75401,4.83975
45.75307,4.82603
45.78382,4.84705
45.76989,4.83473
45.77351,4.82134
45.77502,4.83681
45.73463,4.83631
45.77307,4.82615
45.75736,4.8691
45.76692,4.83131
45.75692,4.81653
45.76225,4.86807
45.76733,4.82138
45.76729,4.83159
45.77303,4.80518
45.77124,4.8507
45.75911,4.84581
45.76556,4.83492
45.77874,4.784599
45.7824,4.79476
45.76964,4.83535
45.75557,4.84669
45.77255,4.85078
45.75452,4.85719
45.76946,4.83486
45.75456,4.81306
45.74594930716557,4.831677861459128
45.77246,4.82234
45.75077,4.81904
45.74825,4.81833
45.7491,4.86741
45.71939976474049,4.816905394380807
45.75143,4.84344
45.75514,4.81603
45.7685,4.85248
45.753,4.79693
45.75163,4.83791
45.76198,4.89733
45.76562,4.81644
45.77954,4.80843
45.7781,4.86416
45.76952,4.82582
45.77148,4.85763
45.75829,4.83472
45.76828,4.8121
45.75706,4.85519
45.76105,4.84065
45.7546,4.87925
45.75543,4.84063
45.77967,4.83077
45.77099,4.83222
45.75466,4.87564
45.74495,4.84106
45.74078,4.85696
45.74794,4.82873
45.77054,4.86138
45.75352,4.78159
45.74451,4.83302
45.78145,4.8255
45.73763,4.76631
45.7352,4.83915
45.77953,4.8319
45.75929,4.83384
45.75095,4.86376
45.8007,4.82582
45.75732,4.84601
45.76098,4.83727
45.73313,4.90428
45.76805,4.83788
45.75224,4.82735
45.77521,4.83622
45.75021,4.84736
45.75262,4.82861
45.76797,4.85998
45.75352,4.8459
45.77048,4.88043
45.76808,4.85131
45.76282,4.85802
45.76785,4.82631
45.77728,4.86701
45.75503,4.7898
45.7685,4.83258
45.75431,4.84133
45.76318,4.83313
45.78275,4.80742
45.76067,4.86702
45.75269,4.82667
45.77466,4.82374
45.76723,4.85686
45.75708,4.81302
45.76252,4.8341
45.75449,4.82214
45.76393,4.83428
45.76944,4.87883
45.76203,4.85331
45.78187,4.84309
45.75703,4.79854
45.78079,4.83414
45.77506256103516,4.829439163208008
45.75903,4.86912
45.76031,4.83287
45.75152,4.85702
45.77408,4.83057
45.77724,4.80523
45.75521,4.87517
45.75858,4.82622
45.76944,4.82935
45.78131,4.83675
45.76688,4.84908
45.7306,4.83409
45.77201,4.83143
45.7771,4.87851
45.74115,4.80708
45.75876,4.84115
45.75874,4.84111
45.75393,4.841
45.75725,4.84235
45.76512,4.86764
45.77805,4.83444
45.75594,4.82645
45.77001,4.82856
45.742,4.81537
45.7475,4.8618
45.74601,4.87403
45.747,4.86848
45.74137,4.86664
45.74425,4.87513
45.7514,4.78491
45.76918,4.85473
45.73456,4.85273
45.77001,4.83568
45.74993,4.88728
45.77593,4.83274
45.77262,4.84529
45.75756,4.87302
45.7536,4.86594
45.7622,4.8547
45.7749,4.80144
45.77193,4.78007
45.77342,4.8938
45.77187,4.83388
45.76796,4.76136
45.77425,4.83543
45.75269,4.87482
45.76872,4.82573
45.74185,4.85008
45.76036,4.82431
45.77084,4.83751
45.75527,4.79308
45.74971,4.87507
45.77645,4.83137
45.74384,4.86923
45.74487,4.83367
45.76934,4.83407
45.75425,4.81157
45.75552,4.81112
45.78584,4.79651
45.75512,4.85743
45.76422,4.85708
45.77782,4.83145
45.78631,4.81024
45.75881,4.83564
45.77328,4.83355
45.7805,4.83184
45.75474,4.81129
45.76381,4.91133
45.77554,4.83358
45.76936,4.83444
45.75818,4.89122
45.7531,4.81187
45.75023,4.84598
45.7575,4.83516
45.74861,4.78522
45.74943,4.84906
45.75075,4.84492
45.77104,4.83322
45.77268,4.83461
45.71728,4.80971
45.76911,4.87649
45.7597,4.84901
45.77018,4.83319
45.74983,4.85439
45.765,4.82783
45.75676,4.83009
45.77535,4.76844
45.77168,4.84713
45.76955,4.82459
45.76899,4.83233
45.76899,4.83233
45.74937,4.84906
45.76311,4.86115
45.75103,4.83743
45.73757,4.86542
45.76135,4.84259
45.77868,4.83243
45.76519,4.8568
45.80019,4.80026
45.75543,4.84998
45.75005,4.84269
45.74582,4.85019
45.74697,4.85722
45.75377,4.86588
45.7534,4.81721
45.76315146507527,4.845428285751465
45.75574,4.87127
45.75316,4.85201
45.81942,4.84649
45.77454,4.82237
45.76819830218836,4.817105584449591
45.76133,4.86722
45.75029,4.82528
45.73608,4.88807
45.76871,4.8263
45.73538,4.85177
45.75368,4.85009
45.77388,4.79896
45.76906,4.82573
45.76249,4.89338
45.77988,4.83263
45.74117,4.86565
45.76732,4.82732
45.72476,4.87879
45.75953,4.8527
45.80663,4.81618
45.74434,4.86298
45.75321,4.84873
45.76625,4.831
45.74877,4.84015
45.77313,4.82698
45.74518,4.83184
45.74824,4.85432
45.76012,4.82786
45.76487,4.83523
45.75649,4.81579
45.75091,4.88278
45.76304,4.89497
45.76166,4.83688
45.75473,4.84179
45.76573,4.85654
45.77045,4.84106
45.74432,4.82239
45.77121,4.86068
45.76895,4.83276
45.7831,4.81045
45.76826,4.83025
45.74699,4.91566
45.74873,4.82971
45.7724,4.83466
45.75315,4.86641
45.76899,4.83233
45.77324,4.8251
45.76285,4.84393
45.74778,4.87007
45.75664,4.81231
45.77509,4.83684
45.76976,4.82896
45.76853,4.83185
45.77164,4.82514
45.76009,4.86871
45.77616,4.8345
45.76435,4.8339
45.77424,4.80265
45.79132,4.86576
45.75574,4.85
45.76267,4.82788
45.76013,4.82637
45.76448,4.82664
45.74181,4.84994
45.766,4.83142
45.75122,4.84738
45.78204,4.76628
45.76557,4.85657
45.7537,4.84253
45.77303,4.82262
45.75535,4.82346
45.75269,4.84281
45.73807,4.8514
45.76015,4.82527
45.76102,4.78618
45.76551,4.84254
45.7588,4.88888
45.75771,4.82421
45.7655,4.84583
45.75451,4.85839
45.77154,4.82656
45.76347,4.83554
45.76263,4.836
45.77566,4.82789
45.74482,4.82219
45.7527,4.84433
45.75065,4.85054
45.75771,4.85287
45.77087,4.83133
45.75924,4.82503
45.77289,4.8331
45.76078,4.80762
45.75511,4.84724
45.76421,4.8278
45.76483,4.82847
45.77047,4.83515
45.77004,4.88037
45.7761,4.82345
45.75155,4.85593
45.77495,4.84907
45.77833,4.80322
45.77018,4.83431
45.73652,4.86602
45.77213,4.84735
52.36435,4.94358
52.36407,4.89393
52.38761,4.89188
52.36775,4.89092
52.36584,4.89111
52.37168,4.91471
52.38028,4.89089
52.36811,4.88262
52.358112,4.897637
52.35597,4.88512
52.36431,4.93122
52.37828,4.8944
52.36968,4.88122
52.35774,4.89647
52.34801,4.83639
52.35665,4.86363
52.35178,4.90699
52.3642,4.92829
52.3627,4.85693
52.37956,4.89359
52.38104,4.88306
52.36768,4.86646
52.34332,4.89484
52.3683,4.85446
52.37548,4.89398
52.36057,4.89671
52.37169,4.89446
52.36883,4.88749
52.36271,4.85875
52.36815,4.88604
52.36707,4.87348
52.36936,4.90963
52.37122,4.88211
52.34416,4.88709
52.35695,4.85234
52.37977,4.85574
52.36563,4.88454
52.35435,4.87316
52.37725,4.83307
52.37561,4.9
52.37561,4.9
52.35179,4.91082
52.37239,4.89657
52.3623,4.92028
52.35931,4.89844
52.36733,4.92055
52.35871,4.89616
52.35972,4.8975
52.37104,4.87713
52.35669,4.90187
52.35625,4.89323
52.3606,4.85739
52.35715,4.90926
52.36129,4.98845
52.36348,4.87648
52.36738,4.89671
52.36263,4.90216
52.364,4.87814
52.35465,4.9061
52.35338,4.93407
52.35043,4.84676
52.36905,4.93528
52.3609619140625,4.88822603225708
52.35503,4.90516
52.36116,4.86608
52.341621,4.849049
52.37281,4.94303
52.37001,4.85646
52.35927,4.86529
52.37006,4.90081
52.3739,4.89263
52.39134,4.89067
52.3509,4.83293
52.36812,4.85422
52.3543,4.87701
52.36412,4.88757
52.35482,4.87438
52.37694,4.88003
52.39675,4.99603
52.35902,4.89606
52.35022,4.8525
52.37827,4.88568
52.3774,4.851
52.39114,4.88846
52.354,4.93965
52.37126,4.86241
52.38444,4.86916
52.33558,4.86878
52.37079,4.90153
52.34904,4.86765
52.3676,4.85976
52.36112,4.89462
52.39144,4.88436
52.36022,4.84346
52.39442,4.91478
52.36918,4.91316
52.36809,4.85436
52.34788,4.8506
52.37621,4.87075
52.381996,4.888583
52.41016,4.96369
52.36368,4.9794
52.36247,4.86534
52.381996,4.888583
52.35094,4.88552
52.38388,4.86562
52.32237,4.86024
52.36976,4.87374
52.37167,4.8948
52.37098,4.89434
52.36188,4.87694
52.3551,4.93262
52.38537,4.90241
52.41878,4.89397
52.36716,4.90462
52.34557,4.8962
52.38296,4.83786
52.3737,4.92581
52.374,4.89902
52.35925,4.8514
52.36706,4.86465
52.38384,4.87303
52.37449,4.84762
52.35315,4.87256
52.35537,4.89477
52.35673,4.90778
52.36462,4.86824
52.38284,4.89007
52.37752,4.87086
52.36112,4.89632
52.35344,4.8954
52.36052,4.89568
52.3731,4.86859
52.37098,4.9227
52.36256,4.9108
52.37654,4.87003
52.36866,4.92071
52.35659,4.90827
52.38295,4.88726
52.36131,4.8519
52.34829,4.91047
52.37266,4.90456
52.37066,4.87405
52.36827,4.87107
52.36754,4.88733
52.36115,4.85209
52.36652,4.87854
52.40164,4.95106
52.38855,4.88521
52.37824,4.86826
52.34091,4.84802
52.37641,4.88303
52.34985,4.83578
52.37026,4.89931
52.35548,4.87278
52.35982,4.85635
52.36855,4.90766
52.37142,4.89036
52.36856,4.89896
52.37124633789063,4.902864933013916
52.36884,4.86127
52.35205,4.90267
52.36476,4.90925
52.34725,4.89341
52.35323,4.85421
52.3767,4.8919
52.36123,4.89619
52.37272,4.90418
52.36899,4.91607
52.3607,4.85991
52.34025,4.8466
52.35327,4.88703
52.37262,4.87342
52.38139,4.88541
52.35584,4.87401
52.361362,4.890488
52.42379,4.88851
52.35894,4.91171
52.36049,4.88982
52.3418,4.91066
52.343079,4.788886
52.38462,5.01234
52.35637,4.85373
52.38875,4.87835
52.37342,4.8693
52.36897,4.85561
52.33229,4.87431
52.379,4.87909
52.40666,4.90344
52.38772,4.88147
52.35864,4.87632
52.35448,4.93366
52.3395,4.84898
52.3709,4.85301
52.356197,4.991435
52.4016,4.89785
52.3624,4.86575
52.37991,4.87414
52.35595,4.79661
52.35149,4.92265
52.32019,4.95501
52.32019,4.95501
52.36073,4.98005
52.36561,4.88492
52.35531,4.90333
52.34176,4.84782
52.35049,4.84686
52.37225,4.86262
52.37,4.95127
52.37042,4.91535
52.37486,4.89338
52.35082,4.8877
52.381615,4.877059
52.3643,4.89533
52.35781,4.91027
52.37998,4.86959
52.36369,4.83861
52.36181,4.88783
52.35099,4.886627
52.37811,4.89196
52.35166,4.83893
52.38355,4.90951
52.38624,4.87244
52.36926,4.86997
52.38865,4.88392
52.3543,4.88103
52.36377,4.91788
52.38912,4.87907
52.36227,4.92893
52.36051,4.86451
52.34746,4.87559
52.36324,4.8679
52.38302,4.8869
52.36064,4.97643
52.37228,4.89668
52.35764,4.9067
52.37729,4.86053
52.37839,4.84853
52.36256,4.89809
52.36218,4.89768
52.36688,4.87684
52.35696,4.92971
52.35622,4.79544
52.36474,4.90273
52.36603,4.86833
52.37309,4.90845
52.35339,4.94237
52.30573,5.01471
52.35174,4.89701
52.37871,4.84688
52.37784,4.86178
52.39054,4.88886
52.3537,4.88632
52.37802,4.84513
52.31774,4.94647
52.38231,4.84866
52.38295,4.88854
52.34227,4.91217
52.36042,4.86161
52.35823,4.92035
52.35043,4.90079
52.39259,4.91565
52.352463,4.852365
52.36501,4.87918
52.38827,4.94617
52.3639,4.93817
52.367088,4.863511
52.37006,4.85853
52.35936,4.86001
52.38418,4.90779
52.36646,4.88235
52.39238,4.92899
52.35263,4.89093
52.36647,4.85138
52.383,4.89161
52.36689,4.91809
52.36062,4.86901
52.37537,4.86019
52.42397,4.88864
52.37108,4.87389
52.38123,4.88619
52.38145,4.8849
52.3815,4.88538
52.3814,4.88553
52.38295,4.88765
52.37639,4.87637
52.34861,5.00784
52.35938,4.93618
52.39319,4.9435
52.35719,4.92193
52.35719,4.92193
52.37141,4.90353
52.36495,4.87367
52.3809,4.96522
52.36055,4.8532
52.34008,4.85133
52.38295,4.9152
52.36104,4.85778
52.39508,4.99186
52.37704,4.84606
52.36101,4.89042
52.38069,4.86826
52.37154,4.852
52.35781,4.90529
52.38919,4.88846
52.36541,4.92481
52.34255,4.80578
52.38277,4.80351
52.38598,4.89164
52.36239,4.86202
52.37591,4.8479
52.35229,4.89105
52.37563,4.85014
52.37938,4.89036
52.37993,4.8683
52.34903,4.89508
52.35102,4.89063
52.3603,4.86692
52.361286,4.893265
52.38459,4.88058
52.37004,4.88501
52.37638,4.88217
52.37943,4.87031
52.38399,4.83583
52.37862,4.89181
52.3481,4.85904
52.36252,4.94962
52.36992,4.85379
52.37016,4.885
52.37233,4.85786
52.3798,4.88726
52.3825,4.85645
52.3552,4.89161
52.37886,4.88723
52.37633,4.89259
52.36333,4.93846
52.34933,4.91314
52.34292,4.89445
52.34736,4.87546
52.36079,4.88298
52.36566,4.87717
52.37074,4.95286
52.36063,4.89241
52.36307,4.89709
52.35811,4.85707
52.36645,4.85563
52.37976,4.88293
52.3798,4.89058
52.35466,4.88464
52.34174,4.90396
52.40793,4.90264
52.35428,4.90005
52.33917,4.89633
52.36262,4.86174
52.35317,4.93806
52.34007,4.91193
52.35345,4.89037
52.38772,4.93933
52.37318,4.88886
52.37381,4.85761
52.37346,4.83449
52.3643,4.88867
52.37272,4.84985
52.38278,4.85254
52.34336,4.90479
52.37087,4.91014
52.384147,4.8491909
52.35928,4.83608
52.35896,4.81951
52.38778,4.88848
52.36416,4.89859
52.34825,4.93682
52.36679,4.86016
52.36709,4.79332
52.40294,4.90568
52.36192,4.88681
52.3692,4.92534
52.36406,4.93973
52.37595,4.87697
52.37381,4.87296
52.36608,4.86301
52.37291,4.88124
52.35896,4.81951
52.38324,4.85573
52.35977,4.90936
52.36095,4.92986
52.35582,4.89172
52.35896,4.81951
52.371038247326425,4.88724024417858
52.36373,4.93306
52.36991,4.88717
52.38659,4.8895
52.36676,4.86285
52.35593,4.89208
52.3567,4.88983
52.36807,4.93449
52.4069,4.90168
52.34383,4.89273
52.38393,4.84977
52.37923,4.88388
52.36407,4.94169
52.36603,4.86898
52.36984,4.87213
52.37484,4.86096
52.35818,4.91959
52.37705,4.94046
52.38745,4.91972
52.37567,4.85533
52.35096,4.89336
52.35254,4.88886
52.36137,4.8665
52.35539,4.88758
52.37125,4.90529
52.34271,4.92485
52.35042,4.8922
52.34976,4.84908
52.37292,4.87225
52.35327,4.84733
52.3522,4.91484
52.35151,4.88881
52.36136,4.92817
52.35155,4.89179
52.35194,4.90482
52.40325,4.91954
52.37957,4.86845
52.39145,4.929
52.35289,4.87731
52.41278,4.91917
52.37429,4.86268
52.38995,4.8726
52.37847,4.88475
52.35469,4.85663
52.35198,4.90531
52.36223,4.90851
52.35639,4.91596
52.39333,4.91358
52.35442,4.89877
52.37156,4.9438
52.35489,4.89739
52.3663,4.87769
52.39463,4.93347
52.38428,4.88636
52.38351,4.88368
52.36693,4.88522
52.36556,4.85074
52.35646,4.83178
52.36779,4.92649
52.38255,4.87069
52.37853,4.89008
52.35092,4.84941
52.380775,4.888254
52.3807,4.86743
52.35113,4.93215
52.37369,4.90379
52.37914,4.88491
52.35363,4.91644
52.3823,4.88576
52.37236,4.89688
52.37674,4.89224
52.3724,4.8717
52.35772,4.88034
52.34965,4.89403
52.34037,4.90324
52.37515,4.94627
52.35231,4.89094
52.38414,4.85433
52.36254,4.8928
52.3695,4.83711
52.34201,4.895274
52.37617,4.87724
52.34289,4.91049
52.35296,4.88243
52.35345,4.87872
52.36303,4.93314
52.36807,4.87636
52.38308,4.88416
52.31182,5.00063
52.35216,4.92835
52.31217,4.99983
52.36955,4.88113
52.3102,5.00055
52.31226,4.99838
52.37673,4.84669
52.38517,4.9561
52.3634,4.85335
52.37935,4.85477
52.36861,4.8553
52.35612,4.88026
52.39519,4.91041
52.36409,4.84923
52.39567,5.0052
52.37911,4.89349
52.35588,4.92776
52.38744,4.8892
52.36513927772398,4.85357289860341
52.36309,4.84393
52.37514,4.88916
52.36173,4.8454
52.36124,4.89053
52.34272,4.9135
52.36402,4.93394
52.40613,4.92436
52.363968,4.885711
52.35748,4.85038
52.34926,4.88719
52.35035,4.91362
52.39508,4.99186
52.36491,4.86102
52.406182036307605,4.929924400979915
52.36714,4.86019
52.38009,4.88874
52.37292,4.8203
52.36307,4.94322
52.37067,4.90373
52.35326,4.90668
52.36492,4.85908
52.32613,4.97748
52.37486,4.87437
52.35593,4.90072
52.36091,4.97497
52.39984,4.92056
52.37615,4.89001
52.36623,4.85891
52.36689,4.85891
52.36568,4.85883
52.36519,4.86058
52.36556,4.85867
52.35507,4.9114
52.34329,4.89392
52.36404,4.91228
52.36324,4.93476
52.37808,4.87349
52.3852,4.87848
52.37749,4.97868
52.3705,4.86328
52.38537,4.91155
52.37361,4.95112
52.37234,4.8673
52.36179,4.92923
52.37598,4.8931
52.36695,4.87465
52.364777,4.908362
52.35227,5.00066
52.3765,4.88313
52.36737,4.86018
52.36101,4.82224
52.36998,4.87264
52.37923,4.88309
52.41016,4.96369
52.36029,4.90464
52.35746,4.92205
52.37867,4.88561
52.36182,4.90581
52.37351,4.87087
52.36302,4.90532
52.37746,4.83598
52.35862,4.88608
52.35678,4.9056
52.37805,4.85454
52.37113,4.91338
52.35691,4.88868
52.3661,4.94138
52.36758,4.85489
52.35969,4.79162
52.36306,4.93611
52.35108,4.85356
52.37664,4.87934
52.38169,4.88362
52.35396,4.87842
52.3867,4.91677
52.35127,4.89384
52.35884,4.93462
52.38468,4.81532
52.38777,4.94446
52.34238,4.79699
52.35685,4.87343
52.35554,4.91515
52.36815,4.88225
52.40154,4.95282
52.35796,4.90026
52.3757,4.85931
52.36145,4.88552
52.36901,4.86852
52.36641,4.87983
52.36203,4.85018
52.34718,4.88952
52.35206,4.89746
52.37418,4.86866
52.35629,4.94228
52.36099,4.85987
52.34759,4.86044
52.35542,4.9981
52.348766,4.850187
52.36347,4.87314
52.37296,4.90789
52.35472,4.83962
52.36682,4.87356
52.36604,4.86711
52.37995,4.88577
52.35677,4.91537
52.35082,4.87572
52.3331,4.903
52.39041,4.87507
52.35853,4.91675
52.39097,4.8777
52.35518,4.881
52.38573,4.8663
52.35294,4.91728
52.37544,4.87964
52.36259,4.86327
52.35704,4.9073
52.36908,4.90657
52.37479,4.87261
52.38329,4.87189
52.35138,4.85136
52.35172,4.90688
52.36829,4.92378
52.39729,4.91497
52.34176,4.89855
52.41704,4.8996
52.37075,4.87471
52.37497,4.85833
52.36342,4.88956
52.37131,4.87306
52.35334,4.88987
52.34751,4.89073
52.38371,4.89072
52.3619,4.86415
52.3726,4.87291
52.376488,4.876391
52.36245,4.86581
52.38234,4.8794
52.35191,4.92078
52.36202,4.86377
52.3532,4.88882
52.37385,4.88359
52.35601,4.90013
52.38526,4.91799
52.35772,4.90668
52.36112,4.86083
52.36253,4.93751
52.36037,4.86123
52.36321,4.98414
52.3863,4.92014
52.38789,4.88825
52.36454,4.87213
52.35554,4.90439
52.37577,4.87255
52.37171,4.93199
52.38224,4.88347
52.36364,4.86081
52.39578,4.90585
52.36349,4.89322
52.37943,4.89126
