latitude,longitude
44.83927,-0.55453
44.84029,-0.57631
44.84194,-0.6305
44.8396,-0.57176
44.83441,-0.52233
44.85672496662074,-0.594874836931699
44.81864,-0.57719
44.84211,-0.6004
44.89181,-0.73083
44.87895,-0.57296
44.83421,-0.56914
44.83891,-0.59039
44.81921,-0.66121
44.81316,-0.56267
44.82556,-0.56365
44.8404,-0.50184
44.83183,-0.56243
44.94161,-0.48398
44.84516,-0.59492
44.86563,-0.5693
44.8687,-0.51386
44.83279,-0.58442
44.81901,-0.57543
44.84979,-0.5745
44.83227,-0.5716
44.83676,-0.56798
44.840389,-0.569589
44.94434,-0.61035
44.81348,-0.56262
44.85459,-0.53876
44.84299,-0.58101
44.87727,-0.58341
44.83187,-0.56844
44.83052,-0.57381
44.83593,-0.57469
44.83412,-0.58433
44.83261,-0.56718
44.87762,-0.54792
44.84204,-0.57791
44.82782,-0.5797
44.84129,-0.58791
44.85669,-0.56558
44.77478,-0.62635
44.82664,-0.56147
44.84339,-0.59145
44.85557,-0.47932
44.81941,-0.48805
44.84142,-0.57809
44.83754,-0.56983
44.82483,-0.61732
44.84047,-0.58342
44.84219,-0.57927
44.81493,-0.62122
44.81959,-0.57426
44.85093,-0.58733
44.82026,-0.56195
44.8415,-0.58171
44.83665,-0.56802
44.84196,-0.57156
44.92183,-0.63313
44.85749,-0.5596
44.80066,-0.65651
44.83347,-0.56827
44.86771,-0.54897
44.81808,-0.55119
44.84154,-0.57993
44.83346,-0.56573
44.84714973360678,-0.5855893306884852
44.83842,-0.57091
44.83786,-0.57135
44.84613,-0.5764
44.85638,-0.58097
44.83262,-0.58185
44.85315,-0.58243
44.83882,-0.57083
44.84583,-0.58158
44.85633,-0.57675
44.84628,-0.58808
44.84337,-0.58795
44.85119,-0.59817
44.82722,-0.61873
44.84694,-0.58387
44.84269,-0.58359
44.83341,-0.5694
44.83059,-0.59162
44.8346,-0.56297
44.82491,-0.57259
44.82448,-0.56888
44.81401,-0.55512
44.82645,-0.5775
44.85648,-0.60765
44.80268,-0.68323
44.79493,-0.60873
44.83874,-0.5976
44.82833,-0.55838
44.82587,-0.62616
44.82343,-0.59045
44.84048,-0.59407
44.85169,-0.58016
44.91269,-0.72327
44.8655,-0.56782
44.82103,-0.58621
44.82164,-0.56776
44.83309,-0.56281
44.86538,-0.57169
44.83064,-0.65004
44.83664,-0.56446
44.85949,-0.57052
44.76732,-0.59978
44.79721,-0.56123
44.82924,-0.58283
44.85324,-0.57162
44.80877,-0.57875
44.86418,-0.73229
44.86203,-0.56328
44.85304,-0.61474
44.82388,-0.56506
44.82785,-0.56032
44.84007,-0.77851
44.83421,-0.56705
44.83552,-0.56738
44.83262,-0.57527
44.83962,-0.56941
44.89154,-0.71126
44.83881,-0.57595
44.83394,-0.56572
44.85414,-0.56872
44.83743,-0.57146
44.86571,-0.60053
44.83786,-0.57135
44.83617,-0.56586
44.84542,-0.58923
44.83662,-0.56656
44.85305,-0.57473
44.83219,-0.57056
44.84156,-0.57295
44.81016,-0.56653
44.8431,-0.58084
44.82036,-0.59795
44.80358,-0.58845
44.76817,-0.6394
44.82124,-0.56481
44.82515,-0.56892
44.8333,-0.57542
44.85751,-0.56663
44.83732,-0.59958
44.83175,-0.62093
44.8444,-0.57808
44.83913,-0.58446
44.87041,-0.55432
44.83332,-0.56893
44.85823,-0.63926
44.82297,-0.61775
44.81245,-0.58309
44.89033,-0.64019
44.8321,-0.58448
44.83103,-0.57079
44.89754,-0.70572
44.80556,-0.61248
44.8513,-0.57157
44.84887,-0.58845
44.76813,-0.63473
44.85012,-0.5939
44.83264,-0.61972
44.76711,-0.54965
44.85106,-0.59306
44.82599,-0.59782
44.82773,-0.59783
44.84788165354723,-0.6254815430856683
44.83962,-0.59003
44.83205,-0.58322
44.83242,-0.58207
44.83098,-0.5814
44.82677648208156,-0.5770789507413442
