id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
579652405189065070,Appartement cosy dans centre historique de Bourg,15134863,Fanny Et Paul,Ambs,Ambs,45.039761,-0.559535,Entire home/apt,60,1,15,2022-09-09,2.74,1,351,15,
49797548,Maison de vacances entre Bordeaux et le Bassin,83677621,Francoise,Martignas-sur-Jalle,Martignas-sur-Jalle,44.81606,-0.77703,Entire home/apt,280,7,3,2022-08-08,0.21,1,107,2,
218103,B&B Apart.Suite  / tropical garden,1127981,Luis,Bgles,Bgles,44.81545,-0.54808,Entire home/apt,110,2,58,2021-10-24,0.44,4,0,4,
222887,"Bordeaux Terrace - spectacular view, fast Wifi",1156398,Suzanna,Bordeaux,Bordeaux Sud,44.83611,-0.5664,Entire home/apt,228,3,53,2022-06-22,0.41,4,193,9,3306300031048
317273,"Bordeaux City Gardens - large 1 bd, park adjacent",1156398,Suzanna,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84782,-0.58105,Entire home/apt,174,3,35,2022-09-03,0.36,4,291,7,33063001366CB
317658,"Key to Bordeaux - fairytale view, 2 bd + elevator",1156398,Suzanna,Bordeaux,Centre ville (Bordeaux),44.83882,-0.56887,Entire home/apt,205,3,90,2022-08-17,0.70,4,199,27,33063001225CF
333031,STUDIO BORDEAUX TRIANGLE D OR ***** Climatisé,1697156,Antony,Bordeaux,Centre ville (Bordeaux),44.84256,-0.57794,Entire home/apt,97,1,424,2022-08-29,3.33,2,340,74,3306300055979
344869,Cosy studio center of Bordeaux,1749523,Fabienne,Bordeaux,Centre ville (Bordeaux),44.84598,-0.5897,Entire home/apt,50,30,129,2022-07-14,1.01,4,267,1,330630072099C
365993,Modern&comfortable 3 rooms apart,1847986,Damien,Bgles,Bgles,44.81149,-0.55825,Entire home/apt,85,5,50,2022-07-26,0.40,2,333,10,
408270,B&B Bedroom N°2  / tropical garden,1127981,Luis,Bgles,Bgles,44.81562,-0.54787,Entire home/apt,90,2,112,2021-10-24,0.90,4,0,6,
1117474,INCROYABLE T3 EN HYPERCENTRE,6133211,Crystel,Bordeaux,Centre ville (Bordeaux),44.83871,-0.56846,Entire home/apt,120,3,377,2022-08-25,3.31,1,285,44,330630009852A
410267,B&B Apart. N°3 / Tropical Garden,1127981,Luis,Bgles,Bgles,44.81443,-0.54876,Entire home/apt,90,2,79,2021-10-16,0.63,4,0,3,
412475,B&B Apart n°4 / Tropical Garden,1127981,Luis,Bgles,Bgles,44.81349,-0.54827,Entire home/apt,90,2,116,2021-10-26,0.94,4,0,5,
437127,Om Sweet Home B&B  chambre double,2171100,Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85643,-0.58467,Private room,46,2,288,2020-10-30,2.32,2,255,0,3306300121281
1136724,"Spacious house, 4 guests with Garden & Garage",3774373,Stéphane & Virginie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83,-0.58818,Entire home/apt,139,2,491,2022-09-07,4.36,4,291,42,33063003349C9
1161946,STUDIO indépendant  JARDIN salle eau  kitchenette,6364913,Christine,Lormont,Lormont,44.88214,-0.49716,Private room,37,2,53,2022-04-01,0.47,1,152,1,
438600,Om Sweet Home B&B  chambre Single,2171100,Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85447,-0.582,Private room,31,2,261,2022-08-28,2.08,2,301,39,
2154652,maison lumineuse dans secteur calme,10995317,Georges,Bruges,Bruges,44.87653,-0.59614,Entire home/apt,160,4,14,2017-08-31,0.14,1,243,0,
450324,"House with garden, near Bordeaux",1727412,Anne-Laure,Cenon,Plaisance-Loret-Maregue,44.86238,-0.50698,Entire home/apt,110,2,16,2020-10-24,0.13,1,0,0,
1172803,PATIO STUDIO  CENTRE,1029070,Louis,Bordeaux,Bordeaux Sud,44.83472,-0.57507,Entire home/apt,63,3,638,2022-08-18,5.67,5,42,33,330630002860D
1182098,Loft Saint Michel - Bordeaux,6466588,Christophe,Bordeaux,Bordeaux Sud,44.83413,-0.56988,Entire home/apt,196,2,115,2022-08-23,1.85,1,336,39,33063002911D0
457462,"BORDEAUX, swimming-pool, tennis !",2273643,Nadine,Talence,Talence,44.81099,-0.59954,Entire home/apt,75,7,23,2022-08-27,0.19,1,74,3,
2157691,Chambre jacuzzi piscine intérieure,4178213,David,Pessac,Magonty,44.79326,-0.70482,Private room,139,1,299,2022-08-18,2.94,2,353,17,
457640,Appartement piscine tennis Bordeaux,2274580,Christine,Talence,Talence,44.80956,-0.5994,Entire home/apt,80,3,78,2022-08-27,0.63,1,98,9,
1185900,Centre Bordeaux cabane de charme,6486165,Fabienne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85529,-0.5854,Entire home/apt,102,365,100,2022-01-22,0.98,2,365,5,3306300055873
1188231,Lovely Apartment City Center A/C,1029070,Louis,Bordeaux,Bordeaux Sud,44.83422,-0.57492,Entire home/apt,78,3,500,2022-08-18,4.48,5,25,39,3306300028507
482102,Beautiful city house full comfort,2387430,Frederic,Le Bouscat,Le Bouscat,44.8542,-0.59581,Entire home/apt,215,2,371,2022-08-28,3.00,1,308,59,
1196034,historic city Triplex with terrace,6056113,Nathalie,Bordeaux,Bordeaux Sud,44.83232,-0.56843,Entire home/apt,220,3,43,2022-08-19,0.39,1,1,4,3306300167823
1196311,Rare Grand duplex hyper centre,4496051,Anne,Bordeaux,Centre ville (Bordeaux),44.84085,-0.57874,Entire home/apt,90,120,27,2019-06-10,0.28,2,204,0,"Available with a mobility lease only (""bail mobilité"")"
2204876,Superbe studio dans immeuble de standing,10888994,Aline,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84846,-0.57307,Entire home/apt,80,365,9,2021-08-23,0.10,2,364,0,Exempt - hotel-type listing
2219615,"Studio,9min hypercentre de Bordeaux",11306750,Laura,Talence,Talence,44.80781,-0.59206,Entire home/apt,200,1,7,2014-08-14,0.07,2,0,0,
500193,Bordeaux centre T3 60m2 avec jardin,2468244,Audrey,Bordeaux,Bordeaux Sud,44.83303,-0.56214,Entire home/apt,100,2,264,2022-08-26,2.17,2,305,32,3306300158754
2229602,2 room aprt in residence with pool,6116023,Patrick,Villenave-d'Ornon,Villenave-d'Ornon,44.80493,-0.57313,Entire home/apt,44,3,5,2018-07-20,0.05,1,0,0,
2231377,Chambre privée avec jardin,9477089,Stephane,Bordeaux,Centre ville (Bordeaux),44.83724,-0.59502,Private room,48,1,129,2022-06-28,1.67,2,0,12,
1203069,Amazing T3 downtown + parking free,6571433,Antoine,Bordeaux,Centre ville (Bordeaux),44.83907,-0.57529,Entire home/apt,153,2,516,2022-09-10,5.14,1,67,61,3306300010626
545440,Loft with its private swimming pool,2680968,Jeanne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85655,-0.57755,Entire home/apt,230,2,71,2022-09-05,0.58,1,243,9,3306300333887
1209361,nice bungalow garden near Bordeaux,6604469,Olivier,Lormont,Lormont,44.88074,-0.50103,Entire home/apt,150,7,31,2022-08-20,0.28,1,299,1,
2248994,"NEW studio ""chic"" on garden ***",4057188,Virginie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82905,-0.60039,Entire home/apt,65,1,634,2022-08-28,6.11,2,302,83,33063006823DC
557526,"Bordeaux, jardin, piscine, tennis !",2741181,Armelle Et Bruno,Talence,Talence,44.81058,-0.59837,Entire home/apt,79,3,8,2016-08-01,0.08,1,0,0,
599263,Bordeaux centre historique,2964570,Vincent,Bordeaux,Centre ville (Bordeaux),44.83856,-0.5751,Entire home/apt,132,2,105,2022-08-17,1.46,1,308,24,330630034253E
2273201,Appartement kater,11605863,Cathy,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83354,-0.58193,Entire home/apt,49,365,62,2021-09-26,0.61,3,365,2,1234567890123
1211924,Bordeaux-centre maison clim 3 ch   jardin+parking,6616722,Lily,Bordeaux,Centre ville (Bordeaux),44.8474,-0.59419,Entire home/apt,160,3,133,2022-08-23,1.21,1,137,11,330630055021D
648539,"Location au mois avec bail, Bordeaux centre",3253952,Paul +  Sarah,Bordeaux,Bordeaux Sud,44.83265,-0.56627,Entire home/apt,29,365,43,2018-05-30,0.35,1,365,0,
1227141,"T2, charme et détente.",6693475,Cristina,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89443,-0.74962,Entire home/apt,80,6,25,2019-11-02,0.28,1,337,0,19550 MT 012018 9550 00
1241376,Sunny Apartment Centre/AC,1029070,Louis,Bordeaux,Bordeaux Sud,44.83476,-0.57497,Entire home/apt,65,3,503,2022-09-04,4.55,5,16,31,33063000283F4
2317125,"Lovely 1 BR apartment w parking, city centre",9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.83673,-0.56759,Entire home/apt,68,90,7,2016-05-17,0.07,90,270,0,"Available with a mobility lease only (""bail mobilité"")"
2322866,Lovely 2 BR / 2 BA apartment w parking,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84164,-0.58112,Entire home/apt,223,3,22,2022-08-20,0.23,90,195,1,3306300041465
656926,Comfortable private rooms in Artist's House,3309367,Alice,Bordeaux,Bordeaux Sud,44.8327,-0.56154,Private room,50,2,4,2018-09-16,0.06,1,0,0,
2324216,"Chambre6 proche tram A, Bordeaux centre en 15 min",11871220,Vanessa,Merignac,Les Eyquems,44.83194,-0.64164,Private room,39,15,9,2019-09-28,0.22,2,0,0,
1242294,BEAUTIFUL 1 BEDROOM FLAT HEART OF THE OLD TOWN,5563943,Xavier,Bordeaux,Centre ville (Bordeaux),44.84104,-0.57563,Entire home/apt,99,1,953,2022-09-08,8.47,1,235,136,33063006764CE
667763,Charme au coeur du Vieux Bordeaux,3378979,Xavier,Bordeaux,Centre ville (Bordeaux),44.83745,-0.56935,Entire home/apt,101,30,158,2022-08-31,1.30,2,223,2,"Available with a mobility lease only (""bail mobilité"")"
1251926,House between Bordeaux and Lacanau,6821197,Christophe,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.93339,-0.75739,Entire home/apt,225,7,6,2019-08-03,0.08,1,0,0,
2370975,T1 bis de caractère à Bordeaux Métropole,12112972,Christine,Bordeaux,Bordeaux Maritime,44.85861,-0.55997,Entire home/apt,73,365,17,2020-09-17,0.17,1,42,0,
670292,Appartement meublé 55m2 + terrasse,3396304,Françoise,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82809,-0.58822,Entire home/apt,70,3,17,2022-06-28,0.19,1,177,1,33063004439C4
2384060,CHAMBRE COSY avec PETIT DEJEUNER,7896753,Patricia Et Claude,Bordeaux,Bordeaux Sud,44.81681,-0.55138,Private room,40,1,180,2021-11-18,1.75,1,253,10,
1258486,"Bedroom,large bed,French breakfast,free parking",6854230,Marcel,Talence,Talence,44.82358,-0.59112,Private room,42,2,155,2020-02-09,1.38,2,256,0,
709326,Chambre ds maison 1x1.40m ou 2x90m,3649476,Marc,Bordeaux,Caudran,44.83989,-0.61846,Private room,50,2,2,2018-10-24,0.03,2,347,0,
1261354,Appartement 70m2 avec jacuzzi,6870069,Jessica,Bordeaux,Bordeaux Maritime,44.8599,-0.56237,Entire home/apt,110,4,34,2015-06-18,0.30,1,363,0,330630061557A
2402008,Spacious room with view.,9116145,Gaetan & Greg,Bordeaux,La Bastide,44.84011,-0.5586,Private room,52,1,369,2022-08-30,3.78,1,1,55,3306300050740
724856,Room quiet - Bordeaux down town,3746923,Elisabeth,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83165,-0.59787,Private room,47,2,117,2022-09-12,1.02,2,77,25,3306300239194
2404231,Jolie Chambre proche Bx -Bx Lac,9400972,Corine,Bruges,Bruges,44.8732,-0.60602,Private room,40,1,35,2022-09-08,0.34,3,343,6,
2406128,Chambre à 10mn de Bordeaux Centre,9400972,Corine,Bruges,Bruges,44.8748,-0.60658,Private room,40,1,32,2022-03-11,0.31,3,345,2,
1266428,La maison d'Antoinette,6893670,Françoise,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.88262,-0.70032,Entire home/apt,90,2,68,2022-08-28,0.69,1,314,9,
1274080,au cœur du quartier historique,6935270,Fred,Bordeaux,Centre ville (Bordeaux),44.83834,-0.57026,Entire home/apt,96,2,534,2022-08-25,4.75,1,312,40,3306300130974
776808,Stay in Lonely Planet's Pick  B&B | 330630003114E,4041434,Valérie,Bordeaux,Nansouty - Saint Gens,44.82429,-0.58376,Private room,121,2,3,2018-12-02,0.04,2,119,0,330630003114E
2436520,Belle maison d'architecte en ville,10612698,Magali,Bordeaux,Caudran,44.84219,-0.61712,Entire home/apt,160,3,33,2022-07-30,0.37,2,304,4,33063004006E9
777417,Blue Lodge B&B | protected area | 330630003114E,4041434,Valérie,Bordeaux,Nansouty - Saint Gens,44.8258,-0.58508,Private room,123,2,10,2021-08-12,0.14,2,113,0,330630003114E
1308250,Double bed in COZY Loft by the river,7107427,Ben,Lormont,Lormont,44.87645,-0.53383,Private room,24,4,59,2022-08-19,0.53,2,57,2,
792947,Villa jacuzzi intérieur,4178213,David,Pessac,Magonty,44.79283,-0.70515,Entire home/apt,149,1,171,2022-08-28,1.67,2,359,44,
1321105,quiet duplex house dowtown Bordeaux,3746923,Elisabeth,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8317,-0.59766,Entire home/apt,80,2,13,2022-08-15,0.12,2,7,1,3306300239194
2482044,JOLI DUPLEX - 85 M2 - CENTRE HIST,3430725,Aurélia,Bordeaux,Centre ville (Bordeaux),44.84041,-0.56786,Entire home/apt,110,8,2,2019-01-07,0.02,1,221,0,330630004218F
793746,Bordeaux proche  rue Ste-Catherine  parking free,4181425,Christine,Bordeaux,Bordeaux Sud,44.82869,-0.57231,Entire home/apt,85,3,330,2022-09-10,2.79,2,345,44,330630015833C
2512534,Appartement dans résidence calme,12861536,Jeanne,Bordeaux,Caudran,44.83989,-0.60005,Entire home/apt,150,365,0,,,1,0,0,
1323347,Big apartment / hyper center/ 3***,7183066,M,Bordeaux,Centre ville (Bordeaux),44.84174,-0.57125,Entire home/apt,158,5,7,2022-05-18,0.06,1,137,1,330630002995B
801440,Bordeaux near Place Victoire free parking,4181425,Christine,Bordeaux,Bordeaux Sud,44.82869,-0.57231,Entire home/apt,85,3,542,2022-09-05,4.64,2,337,58,330630015833C
1330588,Small bedroom 1 pers. in Loft 100m² along river,7107427,Ben,Lormont,Lormont,44.876814204036165,-0.5349794787993988,Private room,24,4,97,2022-08-30,0.87,2,64,11,
2517422,Maison typique bordelaise,12888245,Stephanie,Talence,Talence,44.82272,-0.5904,Entire home/apt,200,7,32,2021-08-28,0.44,1,298,0,
2518522,T3 70m2 tout équipé moderne,12893025,Joanna,Bordeaux,Bordeaux Maritime,44.85987,-0.55503,Entire home/apt,88,365,7,2016-12-08,0.07,1,0,0,
813125,La Bordelaise - table d'Hôtes et chambre,4273204,Alain,Cenon,Palmer-Gravires-Cavailles,44.86145,-0.51729,Private room,66,4,0,,,1,159,0,753 547 629 00018 - 5520 z
2519743,Chartons flat - ideally located! :),3170753,Marième,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85161,-0.57232,Entire home/apt,97,2,131,2022-08-15,1.27,1,4,33,330630064402F
1355740,Charming and quiet apartment,29102137,L.C.B,Bordeaux,Bordeaux Sud,44.83397,-0.57057,Entire home/apt,80,2,38,2022-08-15,0.36,16,197,13,33063001269D8
1355836,Fully equipped studio in Bordeaux,7354091,Deborah,Bordeaux,Bordeaux Sud,44.82797,-0.57163,Entire home/apt,30,30,50,2021-12-17,0.48,2,105,1,3306300020731
823341,"""The cherub"" - Historical center",4322810,Alexandre,Bordeaux,Bordeaux Sud,44.83281,-0.57152,Entire home/apt,90,365,15,2014-10-28,0.13,1,0,0,
2522837,Sainte Colombe view,12917011,Stephane,Bordeaux,Centre ville (Bordeaux),44.83637,-0.57021,Entire home/apt,119,3,528,2022-09-08,5.24,1,267,74,330630004586E
837713,"Near Bordeaux, in a house...",1909665,Gisèle Et Guy,Carbon-Blanc,Carbon-Blanc,44.90228,-0.50126,Private room,35,5,39,2022-08-12,0.35,2,307,9,
1367124,i don't speak english,7417559,Christian,Gradignan,Gradignan,44.75524,-0.63437,Private room,77,1,0,,,1,365,0,
845788,Apartment-de la Porte Basse-Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Centre ville (Bordeaux),44.83642,-0.57658,Entire home/apt,119,1,63,2022-08-21,0.55,15,89,2,33063000665A2
1372795,room Douce France,7442737,Patricia,Bordeaux,La Bastide,44.84522,-0.55173,Private room,115,2,4,2019-09-28,0.04,2,322,0,
2525201,appart 35m2 +garage Bordeaux centre,12929499,Maxime,Bordeaux,Nansouty - Saint Gens,44.82535,-0.572,Entire home/apt,70,4,171,2022-08-29,1.67,1,64,10,33063002955D9
845807,Apartment-de la Course 2 -Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85029,-0.57585,Entire home/apt,120,1,27,2022-09-03,0.24,15,83,10,330630011158E
845815,Apartment-de la Course 1-Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85234,-0.57523,Entire home/apt,120,1,35,2022-07-09,0.31,15,84,3,330630011158E
1376433,Villa avec piscine proche Bordeaux,7457361,Alexandre,Pessac,Magonty,44.77967,-0.69844,Entire home/apt,280,14,7,2022-08-20,0.06,1,346,1,
856891,Maison d'architecte de caractère,1924713,Jean-François,Bordeaux,Caudran,44.85946,-0.61238,Entire home/apt,391,2,82,2022-06-26,1.01,1,358,15,3306300088213
2544549,Nice appartment (5 min downtown),2235781,Alexandra,Bordeaux,Bordeaux Maritime,44.86044,-0.56009,Entire home/apt,40,365,52,2018-08-09,0.51,1,113,0,
2546284,Centre historique Bdx - Près rue St Catherine 50m2,13036563,Emma,Bordeaux,Centre ville (Bordeaux),44.83784,-0.5745,Entire home/apt,87,21,21,2022-08-17,0.45,1,26,1,3306300253653
865244,Bungalow Independ quiet and sunny,4543023,Jean Guillaume,Merignac,La Glacire,44.82859,-0.61801,Entire home/apt,88,2,104,2022-08-11,0.90,1,132,11,1 1056
1384894,room Charleston,7442737,Patricia,Bordeaux,La Bastide,44.84526,-0.55298,Private room,105,2,6,2021-11-14,0.07,2,288,2,33063002310AC
867488,"El Patio, Jacuzzi in city center",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,142,2,95,2022-07-03,0.84,8,50,5,33063000567A9
2562812,Cosy à Bordeaux,10425012,Stephanie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83087,-0.59847,Entire home/apt,129,1,17,2022-08-13,3.78,2,332,17,330630075079F
872870,"Esprit Zen, Turkish bath pleasure",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,110,2,76,2022-08-31,0.68,8,206,6,33063000568AF
1413371,"Appartement de Cédric, Saint Médard en Jalles",7618574,Cédric,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89719,-0.75046,Entire home/apt,45,4,45,2022-09-11,0.93,1,112,7,
872948,"Dolce Vita, A soft life in Bordeaux",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,91,2,71,2022-08-13,0.64,8,260,9,330630005659D
872979,"Duo, small but smart flat for 2",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,55,2,40,2021-04-29,0.37,8,172,0,33063000566A3
878032,bed and breakfast,4639813,Isabelle,Pessac,France Alouette,44.78298,-0.68522,Private room,135,1,2,2019-08-18,0.02,4,331,0,
2598374,"City centre, quiet sunny and cosy apartment",2223054,Didier,Bordeaux,Centre ville (Bordeaux),44.84185,-0.586816,Entire home/apt,80,4,97,2022-09-04,0.97,1,250,19,3306300343162
880024,"16 accommodated in the same place, in 4 flats",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,760,3,25,2019-03-10,0.22,8,6,0,33063000567A9
2604928,"T2 hyper-centre, atypique et cosy",11534444,Gaëllane,Bordeaux,Centre ville (Bordeaux),44.8355,-0.5701,Entire home/apt,120,3,155,2022-08-20,2.30,1,4,18,330630006084B
1421443,4* studio in the center of Bordeaux,7651794,Lionel,Bordeaux,Centre ville (Bordeaux),44.84263,-0.57549,Entire home/apt,99,12,25,2022-05-31,0.23,1,345,3,3306300276612
880178,"Gite ""Carlito"" (for 2 people).",4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75465,-0.62296,Entire home/apt,41,2,24,2022-08-12,0.21,8,330,9,0000000000000
881775,Vacation Sebea' s House with Pool,4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75465,-0.62296,Entire home/apt,294,7,3,2022-08-27,0.03,8,0,1,
881940,"""Katalpa"" for +12 with Pool & Spa",4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75388,-0.6228,Entire home/apt,380,2,29,2022-08-06,0.26,8,342,9,1710
888556,CHAMBRE COSY AU CALME 1,992322,Francoise,Bordeaux,Caudran,44.84897,-0.60515,Private room,70,3,4,2022-09-11,0.04,1,362,2,
2690733,Bathed in Light House Loft,13771979,Stéphanie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85363,-0.5844,Entire home/apt,150,5,44,2022-08-20,0.44,1,55,3,3306300049447
913857,"Chambre à louer à la nuit, à la semaine",4904893,Nicolas,Ambars-et-Lagrave,Ambars-et-Lagrave,44.92077,-0.5036,Private room,25,1,9,2020-01-31,0.20,1,354,0,
1437355,Jolie maison familiale avec jardin & piscine,7721160,J-M,Bordeaux,Bordeaux Sud,44.82424,-0.55984,Entire home/apt,232,6,16,2021-08-22,0.14,1,246,0,3306300590025
1440894,Beautiful apartment in city history  center,29102137,L.C.B,Bordeaux,Centre ville (Bordeaux),44.83641,-0.56972,Entire home/apt,80,1,67,2022-08-31,0.95,16,202,32,33063000478E6
920432,LUMINEUX ET AGREABLE APPARTEMENT,4394250,Beatrice,Bordeaux,Nansouty - Saint Gens,44.81699,-0.56626,Entire home/apt,48,365,4,2018-03-31,0.06,1,365,0,
1454611,Cosy House in St Genès,4751437,Elodie & Charlotte,Bordeaux,Nansouty - Saint Gens,44.81964,-0.57913,Private room,50,2,7,2022-08-23,0.06,1,224,1,
2693188,Maison de ville avec piscine et sauna,13782771,Morgan,Eysines,Eysines,44.87186,-0.63546,Entire home/apt,300,3,19,2022-06-19,0.21,1,361,2,
921237,CHAMBRE DANS MAISON DE CHARME,4951342,Jean-Francois,Talence,Talence,44.81942,-0.59304,Private room,32,7,27,2022-08-10,0.28,1,256,7,
2758236,Characterful Duplex on Place des Chartrons in Bordeaux,14108597,Arièle,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85257,-0.57291,Entire home/apt,231,4,237,2022-08-13,2.34,3,325,17,3306300010314
1487621,☆ Small apartment on the quays - Ultra center,148638642,Tatiana,Bordeaux,Bordeaux Sud,44.83388,-0.56279,Entire home/apt,70,4,9,2022-09-04,0.09,7,3,7,330630077909D
1499802,Apartment Bordeaux Centre   CLIMATISATION,1029070,Louis,Bordeaux,Bordeaux Sud,44.83469,-0.5749,Entire home/apt,65,2,449,2022-08-24,4.23,5,47,27,3306300119052
939481,Chambre dans une jolie maison de ville avec jardin,2468244,Audrey,Bordeaux,Bordeaux Sud,44.83249,-0.56125,Private room,50,1,305,2022-09-07,2.63,2,336,32,
964043,City center and charm,2658645,Charlotte,Bordeaux,Centre ville (Bordeaux),44.84388,-0.57882,Entire home/apt,180,3,61,2022-09-08,0.80,1,31,34,330630012148D
2808914,Cozy Studio with Balcony  Bordeaux,8213752,Laurent,Bordeaux,Centre ville (Bordeaux),44.83786,-0.56896,Entire home/apt,59,3,259,2022-08-25,2.82,2,0,3,33063000827C7
1000233,1 nice bed & breakfast close to Bordeaux,5499035,Isabelle,Pessac,France Alouette,44.8001,-0.67728,Private room,100,2,6,2022-08-25,0.07,2,321,3,83428352500014
2835903,Échoppe bordelaise: Gare Saint Jean,14502449,Pauline Et Clément,Bordeaux,Bordeaux Sud,44.8253,-0.55866,Entire home/apt,85,365,9,2017-04-17,0.10,1,0,0,
1547915,Petite Maison tout confort située à Pessac centre,8248228,Mathieu,Pessac,Chiquet-Fontaudin,44.80518,-0.62131,Entire home/apt,50,30,13,2022-04-26,0.22,1,0,1,SIRET 815270228 00027
1585274,Maison,4800008,Pauline,Bordeaux,La Bastide,44.85366,-0.54184,Entire home/apt,150,5,9,2022-01-02,0.12,1,110,1,33063006422C2
1007407,TERRASSES SAINT PIERRE,5541484,Thierry D,Bordeaux,Centre ville (Bordeaux),44.84107,-0.5719,Entire home/apt,200,4,188,2022-09-05,1.68,1,145,26,33063003013E1
1605871,Appartement de type t2 de 52 m2,8555286,Ghislaine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8203,-0.60063,Entire home/apt,50,3,126,2021-11-15,1.29,1,177,3,33063000435E3
2850480,Maison pleine de charme avec piscine,14576713,Jean-Pascal,Bordeaux,Centre ville (Bordeaux),44.8399,-0.59759,Entire home/apt,200,14,3,2017-08-16,0.03,1,365,0,33063004239BA
1025361,Welcome to our place!,5113450,Lila,Merignac,La Glacire,44.8365,-0.62269,Private room,61,1,396,2022-08-30,4.64,1,352,94,Aucun
2850542,"Bordeaux, grande maison 8 pers avec piscine",14056666,Aline,Bruges,Bruges,44.87985,-0.61724,Entire home/apt,299,7,0,,,1,0,0,
1043978,Bright flat in Historical center,5748061,Marion,Bordeaux,Bordeaux Sud,44.83413,-0.57048,Entire home/apt,73,3,101,2022-08-21,0.89,1,0,4,3306300377474
2878090,Charmante Maison familiale Bordeaux Caudéran,9850823,Laurence,Bordeaux,Caudran,44.85125,-0.62651,Entire home/apt,120,5,4,2020-08-09,0.04,1,57,0,3306300598319
1611196,Lovely 1 Bedroom condo in very center of Bordeaux,2152184,Louis,Bordeaux,Bordeaux Sud,44.835125,-0.570248,Entire home/apt,130,30,0,,,1,365,0,"Available with a mobility lease only (""bail mobilité"")"
1083031,"Historic Bordeaux, Charming 110m2",5954504,Nicole,Bordeaux,Centre ville (Bordeaux),44.841572,-0.574387,Entire home/apt,149,4,43,2022-07-11,0.38,1,178,16,330630058188c
2882364,Nat&home,14730592,Natacha,Bordeaux,Bordeaux Maritime,44.85743,-0.56189,Entire home/apt,50,365,0,,,1,0,0,
2888908,"Maison de ville chaleureuse, lumineuse avec jardin",7914769,Laure,Talence,Talence,44.81725,-0.57777,Entire home/apt,90,5,9,2022-08-13,0.85,1,2,9,
1086736,Grande maison pleine de charme 230,3973708,Alexandra,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83172,-0.58355,Entire home/apt,259,365,134,2020-08-30,1.48,4,364,0,
2906810,Authentique échoppe,14850260,Adrienne,Eysines,Eysines,44.8887,-0.65056,Entire home/apt,80,2,62,2022-08-20,0.63,1,333,13,
1612990,"Nice, confortable and quiet suite",8586420,Iñaki,Bordeaux,Centre ville (Bordeaux),44.84681,-0.58847,Private room,75,2,95,2022-09-09,0.96,1,79,13,3306300079456
1098462,Townhouse with pool and garden,6036342,Sébastien,Talence,Talence,44.81706,-0.57886,Entire home/apt,329,6,3,2018-08-19,0.04,1,359,0,
1672218,Chambre SDB+ Breakfast Gare St Jean,8852292,Agnès,Bordeaux,Bordeaux Sud,44.82643,-0.56136,Private room,55,2,67,2019-09-29,0.67,1,0,0,3306300054731
2911821,Heart of Bordeaux apartment,9607980,Camille,Bordeaux,Bordeaux Sud,44.83162,-0.57199,Entire home/apt,75,600,103,2017-07-30,1.04,1,365,0,
