id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13151031,Plein cœur de Lyon! Très belle vue sur Fourvière,48834856,Salomé,,1er Arrondissement,45.76632,4.82989,Entire home/apt,380,2,63,2022-08-03,0.86,1,0,13,6938113062115
13153827,Cosy & charming flat,16693199,Coline & Nabil,,4e Arrondissement,45.7816,4.84116,Entire home/apt,49,3,96,2022-08-29,1.26,1,110,2,
13159519,"Bel appartement, à 5min de la gare Part Dieu",73483456,Camille,,3e Arrondissement,45.75713,4.86388,Entire home/apt,45,365,2,2016-07-09,0.03,1,0,0,
13159586,Chambre en plein coeur de Lyon !,73484017,Nicolas,,1er Arrondissement,45.76647,4.83718,Private room,40,2,6,2016-08-14,0.08,1,0,0,
13160741,Wonderful view from Lyon to the Mt Blanc,73494591,Bastien,,1er Arrondissement,45.772671,4.83621,Entire home/apt,95,12,14,2022-06-30,0.18,1,36,1,6938112851485
13167722,Appartement en face de la presqu'ile,73562065,Guillaume,,3e Arrondissement,45.76251,4.84332,Entire home/apt,80,3,37,2022-09-11,0.49,1,16,21,6938313066811
13169967,Chambre pour 2 personnes - chambre bleue,54995275,Christine,,5e Arrondissement,45.75387,4.76212,Private room,150,2,1,2016-06-28,0.01,1,173,0,
13180873,Appartement confortable Lyon 7ème à 5 min du métro,38232372,Charles,,7e Arrondissement,45.73578,4.83259,Entire home/apt,60,365,1,2016-12-31,0.01,1,0,0,
13182043,La Cordonnerie des Macchabbées,26836688,Christelle,,5e Arrondissement,45.7548,4.81585,Entire home/apt,60,365,1,2016-06-08,0.01,1,0,0,
13186388,Grande chambre charmante  au coeur de Lyon,23456061,Alexis,,1er Arrondissement,45.76966,4.83054,Private room,30,1,4,2016-06-24,0.05,1,0,0,
13186539,"Chambre tranquille  centre ville .calme, cinémas.",73775967,Yan,,3e Arrondissement,45.75803,4.84255,Private room,50,1,0,,,1,0,0,
13188248,Studio Etudiant Lyon3 Proche Manuf. des Tabacs,73795985,Charlène,,3e Arrondissement,45.74971,4.8661,Entire home/apt,33,365,2,2016-06-13,0.03,1,0,0,
13189209,Magnifique chambre en plein centre de lyon 2,73794890,Maxime,,2e Arrondissement,45.76404,4.83824,Private room,40,1,1,2016-07-08,0.01,1,0,0,
13197423,Appartement spacieux en plein coeur de Lyon,73909015,Laetitia,,1er Arrondissement,45.76797,4.83591,Entire home/apt,20,365,6,2016-06-14,0.08,1,0,0,
13198028,2 pièces calme et cosy 45m2 Parfait 8 décembre,73915140,Déborah,,6e Arrondissement,45.77204,4.84294,Entire home/apt,100,365,1,2016-07-25,0.01,1,0,0,
13212348,Appartement calme avec balcon proche Part-Dieu,53042757,Laura,,3e Arrondissement,45.75657,4.85836,Entire home/apt,60,365,5,2016-12-11,0.07,1,0,0,
13214876,Grand appartement au pied de la place des Terreaux,7339744,Clarisse,,1er Arrondissement,45.76722,4.83193,Entire home/apt,62,365,0,,,1,0,0,
13216657,Beautiful French Apartment in Old Lyon,34192572,Stephanie,,5e Arrondissement,45.76409,4.82673,Entire home/apt,89,365,5,2016-06-27,0.07,1,0,0,
13217507,Beautiful place in the old town center,39414351,Beatrice,,1er Arrondissement,45.76931,4.82783,Private room,40,1,5,2016-12-10,0.07,1,0,0,
13217789,"Studio lumineux et calme 15m², Grange Blanche",74135424,Nikita,,8e Arrondissement,45.73852,4.87713,Entire home/apt,13,365,1,2016-06-20,0.01,1,0,0,
13219444,Chambre proche du Centre Ville et de la Part Dieu,51830171,Jessica,,7e Arrondissement,45.74911,4.85794,Private room,35,1,0,,,1,0,0,
13230254,Nice and well located - Q103-3,14809773,Sébastien,,5e Arrondissement,45.76275,4.82921,Private room,35,5,4,2020-08-09,0.05,18,264,0,
13231680,Chambre à louer dans une coloc lors de l'euro 2016,12601999,Estelle,,7e Arrondissement,45.74826,4.85338,Private room,50,2,0,,,1,0,0,
13235428,Quiet loft in the city center w/ balcony,369826491,WeHost,,1er Arrondissement,45.76699,4.83326,Entire home/apt,80,3,82,2022-09-05,1.08,78,19,23,6938112907113
13241592,"Bel appartement, moderne et lumineux dans l'ancien",16160015,Nadia,,7e Arrondissement,45.74344,4.85099,Entire home/apt,140,2,10,2019-07-08,0.14,3,267,0,6938712647225
13242430,Luxurious appartment 100m2  for 4 persons,74415172,Alix,,1er Arrondissement,45.76744,4.83422,Entire home/apt,120,365,4,2016-08-24,0.05,1,0,0,
13242906,Appart Vieux Lyon + Traboule : Emplacement ideal,20861981,Cyrille,,5e Arrondissement,45.76318,4.82774,Entire home/apt,80,365,0,,,1,0,0,
13244194,Single Bedroom,74435959,Catherine,,6e Arrondissement,45.76972,4.84713,Private room,36,2,48,2022-04-12,0.67,1,42,1,
13245238,Grande chambre lumineuse à Jean Macé,74449036,Hassen,,7e Arrondissement,45.74302,4.84682,Private room,40,1,2,2016-06-28,0.03,1,0,0,
13248939,Charmant appartement en plein coeur de Lyon,74489247,Léa,,7e Arrondissement,45.75369,4.84435,Entire home/apt,80,2,43,2022-09-04,0.57,1,8,14,6938712957427
13249269,☆GOLDEN HEAD  Netflix/Cleaning inc./No check out☆,74499383,Malibu Et Guillaume,,6e Arrondissement,45.77255,4.8485,Entire home/apt,131,1,548,2022-09-02,7.21,3,82,48,6938612538869
13252693,"Appartement 90m2, weekends, Lyon 6.",37900700,Manon,,6e Arrondissement,45.77023,4.85415,Entire home/apt,79,365,0,,,1,0,0,
13253075,Studio idéal pour une étape à Lyon,37053608,Pierre,,7e Arrondissement,45.75018,4.84362,Entire home/apt,35,365,1,2016-06-02,0.01,1,0,0,
13253362,Joli loft/appartement proche Part-Dieu de 107m2,53732642,Marie,,3e Arrondissement,45.75389,4.8729,Entire home/apt,170,365,0,,,1,0,0,
13254368,Canut croix rousse idéal famille avec bébés.,10559121,Jean,,4e Arrondissement,45.7802,4.83451,Entire home/apt,75,365,5,2016-07-18,0.07,1,0,0,
13258293,appart vieux lyon prox metro et sites touristiques,7200234,Julien,,5e Arrondissement,45.76143,4.82647,Entire home/apt,50,365,8,2016-11-13,0.11,1,0,0,
13259521,studio atypique hypercentre de lyon,74629282,Francois,,2e Arrondissement,45.76288,4.83717,Private room,69,2,44,2022-07-30,0.58,2,91,8,
13260746,Flat 54m2 near subway Saxe Gambetta,74643960,Charles,,7e Arrondissement,45.75103,4.84422,Entire home/apt,71,4,14,2022-09-09,0.18,1,8,1,6938713339883
13260994,Chambre face au parc de la tête d'or,74647085,Alice,,6e Arrondissement,45.77389,4.85111,Private room,35,1,27,2018-12-09,0.35,1,0,0,
13261650,studio TBE tout confort 10 mn centre de LYON,74654566,Carine Et Emmanuel,,9e Arrondissement,45.77842,4.78909,Entire home/apt,40,2,43,2022-07-01,0.57,2,0,5,
13262736,Chambre et Sdb privée du manoir des Collongettes,24290816,Karine,,9e Arrondissement,45.81886,4.8389,Private room,70,3,16,2019-12-11,0.21,4,352,0,
13263347,Bel appartement en plein centre de Lyon,18814728,Julien,,2e Arrondissement,45.75664,4.83204,Entire home/apt,65,365,12,2017-12-10,0.16,1,0,0,
13267857,"Central accomodation, closed railway stations !",74739452,Thibaut & Angela,,7e Arrondissement,45.7494,4.83449,Entire home/apt,37,365,1,2016-06-26,0.01,1,0,0,
13267915,"1 chambre,  dans Lyon, Maison",11231877,Gery,,8e Arrondissement,45.72401,4.87512,Private room,100,1,0,,,1,0,0,
13269558,Large comfortable apartment in wooded park,74744781,Emmanuel,,5e Arrondissement,45.75435,4.79228,Entire home/apt,43,365,6,2019-07-28,0.08,1,0,0,
13270549,"Vieux LYON, bel appartement 95 m2, vue sur Saône .",74764726,Lou,,5e Arrondissement,45.76592,4.82747,Entire home/apt,100,3,12,2019-10-25,0.17,1,98,0,6938713065711
13271933,Loft in very nice and central Lyonnaise area !,47197138,Laure,,7e Arrondissement,45.75368,4.84023,Entire home/apt,83,2,28,2022-08-12,0.37,1,0,8,6938712974748
13272747,Charmant T2 ( 35m²) valmy proche transports,10153006,Clara,,9e Arrondissement,45.77496,4.80628,Entire home/apt,42,365,16,2017-06-09,0.21,1,0,0,
13273431,Bel appartement au coeur de Lyon,33843857,Tristan,,3e Arrondissement,45.748,4.86881,Entire home/apt,99,365,8,2019-07-21,0.11,1,0,0,
13274233,Charmant studio au coeur des Brotteaux,72664804,Laury,,6e Arrondissement,45.76676,4.85521,Entire home/apt,60,365,1,2016-06-18,0.01,1,0,0,
13275732,Magnifique appartement centre Lyon,74767667,Severin Et Blanche,,1er Arrondissement,45.76769,4.83163,Entire home/apt,100,365,4,2016-10-10,0.05,1,0,0,
13277804,Cozy central appartement,37962750,Nelson,,2e Arrondissement,45.75318,4.83353,Entire home/apt,60,365,1,2016-05-31,0.01,1,0,0,
13278788,Au coeur de la Croix Rousse,74851242,Lena,,4e Arrondissement,45.78105,4.82514,Private room,17,7,0,,,1,0,0,
13278848,Belle vue sur Lyon,70683615,Fabrice,,9e Arrondissement,45.76694,4.81071,Entire home/apt,66,2,81,2022-09-11,1.07,1,152,16,6938912673893
13279487,Nice T3 near the river Rhône - Lyon 3,30861824,Claire,,3e Arrondissement,45.76184,4.84403,Entire home/apt,72,2,45,2021-05-24,0.62,1,0,0,6938513065369
13284804,T3 chaleureux et familial proche Jean Macé,54397433,Valérie,,7e Arrondissement,45.74758,4.83768,Entire home/apt,60,2,74,2022-08-12,0.98,1,0,18,6938712928921
13286611,STUDIO VIEUX LYON ET QUAIS DE SAONE,74952432,Nicolas,,5e Arrondissement,45.76688,4.82667,Entire home/apt,60,365,1,2016-07-07,0.01,1,0,0,
13292233,Lyon 9 résidence au calme  avec Garage sous-sol,72633910,Denise,,9e Arrondissement,45.77326,4.80413,Entire home/apt,85,365,15,2017-12-10,0.20,1,0,0,
13293509,Point de vue sur Lyon,47904159,Estelle,,5e Arrondissement,45.75159,4.81081,Private room,22,1,4,2016-07-09,0.05,1,0,0,
13294003,Beau studio Lyon 6ème quartier chic,43753385,Elsa Et Stephane,,6e Arrondissement,45.76941,4.84635,Entire home/apt,50,365,10,2017-09-15,0.13,1,137,0,
13296080,Lumineux T3 avec vue sur Lyon sud,23846992,Ian,,5e Arrondissement,45.75241,4.81798,Entire home/apt,60,365,16,2019-03-21,0.21,1,362,0,
13303632,Appartement neuf et moderne situé à Jean Macé,63641416,Agathe,,7e Arrondissement,45.74707,4.84627,Entire home/apt,120,365,2,2016-07-08,0.03,1,0,0,
13308288,Large room for 2,75192978,Martin,,2e Arrondissement,45.75008,4.83116,Private room,25,2,3,2016-09-02,0.04,4,0,0,
13308827,"Très bien situé, calme et agréable studio",4356445,Laurence,,3e Arrondissement,45.76148,4.84351,Entire home/apt,45,365,5,2017-12-11,0.07,1,0,0,
13309326,Room for 2 in the heart of Lyon,75192978,Martin,,2e Arrondissement,45.75089,4.83154,Private room,21,2,2,2016-08-17,0.03,4,0,0,
13313966,La suite presqu'île,3074171,Tristan,,1er Arrondissement,45.76507,4.83332,Entire home/apt,64,2,49,2022-08-28,0.88,2,36,12,6938112369950
13321297,Nice appartment with balconny near stadium shuttle,75341076,Jules,,8e Arrondissement,45.74109,4.85946,Entire home/apt,90,365,0,,,1,0,0,
13325073,T2 Guillotière,75379734,Agathe,,3e Arrondissement,45.75678,4.84418,Entire home/apt,40,365,1,2016-06-06,0.01,1,0,0,
13327678,beautiful room in old-town - quartier bellecour,75409683,Johannes,,2e Arrondissement,45.75402,4.82666,Private room,30,1,2,2016-06-26,0.03,1,0,0,
13327803,Grande chambre à louer dans un appartement rénové,44445963,Arthur,,2e Arrondissement,45.75458,4.82702,Private room,19,6,1,2016-07-17,0.01,1,0,0,
13328052,Appartement RDC,13003443,Inprasith,,3e Arrondissement,45.75737,4.87483,Entire home/apt,50,365,0,,,3,0,0,
13328514,Bedroom Lyon City Center close to Place Bellecour,25338102,Benoit,,2e Arrondissement,45.75869,4.83104,Private room,30,2,2,2016-09-10,0.03,1,0,0,
13329740,Bedroom at the heart of the old city,74775802,Blandine,,5e Arrondissement,45.7602,4.82639,Private room,35,1,0,,,1,0,0,
13336682,studio lyon euro 2016,75522476,Franck,,3e Arrondissement,45.75569,4.84431,Entire home/apt,200,365,1,2016-07-05,0.01,1,0,0,
13337509,Chambre privée Lyon 8ème,32474963,Stéphane,,8e Arrondissement,45.72649,4.88573,Private room,150,1,0,,,1,89,0,
13340852,"Chambre Calme et Cosy, près de la Gare Part-Dieu",75564847,Camille,,3e Arrondissement,45.75831,4.87009,Private room,15,1,4,2016-08-02,0.05,1,0,0,
13342907,Chambre privée + petit-déjeuner,75060034,Thomas,,6e Arrondissement,45.77131,4.84828,Private room,55,2,7,2022-08-01,0.09,1,20,3,
13352059,Studio Quartier Charpennes.,75700290,Rodolphe,,6e Arrondissement,45.77103,4.86719,Entire home/apt,550,5,11,2018-05-13,0.14,1,84,0,
13353715,Appart T3 90m2,45911518,Claire,,8e Arrondissement,45.73529,4.85614,Entire home/apt,250,365,0,,,1,0,0,
13356321,Studio 2eme etage pres place bellecour,75066816,Christian,,7e Arrondissement,45.75235,4.83958,Entire home/apt,40,365,1,2016-09-20,0.01,1,358,0,
13357974,Apartment near Part-Dieu train station,75765637,Laure Et Ghislain,,7e Arrondissement,45.7505,4.85269,Entire home/apt,62,365,7,2016-08-21,0.09,1,0,0,
13364127,Appartement T4 à Grange Blanche avec garage,75064111,Hatem,,8e Arrondissement,45.74125,4.87911,Entire home/apt,120,365,1,2018-03-11,0.02,1,0,0,
13368057,Appartement au coeur du quartier Saint Just,4489178,Helene,,5e Arrondissement,45.75774,4.80832,Private room,30,1,1,2016-06-10,0.01,1,0,0,
13369631,"Appartement 34 m² Lyon 7, proche des quais",75911229,Elise,,7e Arrondissement,45.74995,4.83581,Entire home/apt,34,365,5,2016-06-21,0.07,1,0,0,
13370553,T2 centre ville Lyon 3eme,37687012,Ness,,3e Arrondissement,45.75305,4.85375,Entire home/apt,55,365,1,2016-06-13,0.01,1,0,0,
13372436,Bel appartement proche de la place Bellecour,75943624,Chieu-An,,7e Arrondissement,45.75536,4.84099,Entire home/apt,77,2,89,2019-04-05,1.17,1,0,0,6938712497864
13373501,"Appartement tout confort pour 2, 4, 6 personnes",75953838,Geoffrey,,8e Arrondissement,45.74006,4.86697,Entire home/apt,280,365,0,,,1,0,0,
13373603,Bel Appart portes de Lyon (Caluire),75954856,Marie,,9e Arrondissement,45.79718,4.84523,Entire home/apt,50,5,5,2017-07-11,0.07,1,0,0,
13373943,Chambre de charme - proche Part Dieu,75952166,Aleth,,3e Arrondissement,45.75883,4.87238,Private room,67,1,4,2017-12-10,0.05,1,0,0,
13383292,Charme et superbe vue dans l'hyper centre,19519206,Leticia,,1er Arrondissement,45.77251,4.83501,Entire home/apt,60,365,0,,,1,0,0,
13385354,Chambre spacieuse 25m2 en plein centre ville.,36916218,Cloé,,2e Arrondissement,45.74989,4.8247,Shared room,88,1,0,,,1,0,0,
13387350,Independant room close to the Parc de la Tête d'Or,33538228,Isabelle,,6e Arrondissement,45.7759,4.84486,Private room,40,1,11,2017-05-27,0.15,1,0,0,
13387695,Appartement à Lyon,76120395,Johanna,,9e Arrondissement,45.78622,4.80418,Entire home/apt,46,365,0,,,1,0,0,
13388313,Joli et Grand Studio 50m² Lyon centre,39322861,Thomas,,7e Arrondissement,45.74661,4.83451,Entire home/apt,49,365,23,2018-07-16,0.30,1,0,0,
13388707,Studio n2 en jardin proche  concours & séminaires,45492869,Luc,,5e Arrondissement,45.737141,4.795265,Entire home/apt,41,1,134,2022-09-07,1.77,2,11,35,
13389057,T3 tout confort proche métro B Jean Jaurès,76134732,Asma,,7e Arrondissement,45.73506,4.83345,Entire home/apt,50,365,26,2016-08-29,0.34,1,0,0,
13389448,Spacious Bedroom + private balcony + breakfast,67848697,Julie,,7e Arrondissement,45.74738,4.84232,Private room,32,1,203,2019-08-11,2.67,1,0,0,
13390488,Chambre confortable et au calme à Lyon,10545122,Victor,,8e Arrondissement,45.74434,4.86541,Private room,30,1,0,,,1,0,0,
13391019,Magnifique appartement de 3 pièces,6697193,Louis,,7e Arrondissement,45.74506,4.84388,Entire home/apt,220,365,1,2016-07-07,0.01,1,0,0,
13391601,"Bellecour, Ainay cosy apartment newly decorated",76158391,Emilie Et Benjamin,,2e Arrondissement,45.75484,4.82621,Entire home/apt,74,2,316,2022-08-30,4.15,2,229,62,6938212388531
13392053,Appartement T2 60m² proche part-dieu,16874455,Coline,,3e Arrondissement,45.75786,4.84731,Entire home/apt,45,365,0,,,1,0,0,
13392279,Studio en plein coeur de la Part-Dieu - Deruelle,19165586,Ophelie,,3e Arrondissement,45.76345,4.85148,Entire home/apt,62,4,127,2022-08-21,1.73,2,121,21,6938612550549
13392351,Studio 20 m² Proche Centre,76170618,Nicole,,7e Arrondissement,45.75237,4.84449,Entire home/apt,47,30,89,2022-02-26,1.17,1,97,3,6938712652272
13392842,Deux pièces idéalement placé dans Lyon / Bellecour,76174847,Romain,,2e Arrondissement,45.75937,4.83233,Entire home/apt,70,365,0,,,1,0,0,
13393365,Appartement en plein cœur de Lyon,40405031,Charlène,,2e Arrondissement,45.7527,4.82882,Entire home/apt,80,365,5,2016-11-20,0.07,1,0,0,
13393594,Chambre dans Appartement lumineux idéalement situé,5416419,Nicolas,,3e Arrondissement,45.75855,4.86353,Private room,47,1,33,2019-12-07,0.43,1,0,0,
13394151,Appartement lumineux proche centre ville et métro,20813875,Hugo,,3e Arrondissement,45.75597,4.84367,Entire home/apt,50,365,9,2019-01-20,0.12,2,0,0,
13394697,Pavillon de jardin au coeur d'un parc arboré,18189468,Marie-Noëlle,,5e Arrondissement,45.76358,4.78732,Entire home/apt,114,5,3,2022-03-31,0.08,5,291,1,
13399209,Chambre authentique Croix-Rousse avec accès jardin,10491584,Jérôme,,4e Arrondissement,45.77803,4.83383,Private room,51,2,111,2022-08-16,1.47,4,22,29,
13402511,Appartement 71m2,18464203,Alexandre,,3e Arrondissement,45.75958,4.85425,Private room,50,1,4,2018-06-01,0.05,1,0,0,
13403076,"Belle chambre spacieuse, proximité Centre de Lyon",76294770,Bénédicte,,3e Arrondissement,45.75657,4.84189,Private room,50,1,0,,,1,0,0,
13406178,"Chambre à 2 pas de Gare Perrache, Chez l’habitant",37583051,Nicolas,,2e Arrondissement,45.74205,4.82257,Private room,36,1,123,2022-09-02,1.62,1,348,39,
13410345,"Chambre en grand appartement, tout équipé. Tram T4",17888071,Giovanni,,8e Arrondissement,45.7281,4.86328,Private room,21,2,10,2018-02-17,0.13,1,0,0,
13411018,Petit appartement plein de charme,64807095,Kévin,,3e Arrondissement,45.75629,4.84038,Entire home/apt,15,365,1,2016-06-10,0.01,1,0,0,
13411027,T2 proximité de la Part-Dieu,39409999,Domitille,,3e Arrondissement,45.76103,4.86915,Entire home/apt,40,365,0,,,1,0,0,
13414234,Séjour Lyonnais,10897635,Julia,,6e Arrondissement,45.76938,4.85175,Entire home/apt,30,365,3,2016-09-10,0.04,1,0,0,
13414997,Appartement coeur croix-rousse,28793204,Salomé,,4e Arrondissement,45.77745,4.83401,Entire home/apt,35,365,16,2017-07-30,0.21,1,0,0,
13421683,Lyon centre L Albon St Antoine By Hamac Suites,319512702,Sébastien,,2e Arrondissement,45.76393795261562,4.831653538864851,Entire home/apt,115,2,228,2022-07-31,3.03,53,344,26,6938113280661
13424487,Euro2016 Lyon - Chambres à louer - 4 personnes,57287560,Anne-Marie,,1er Arrondissement,45.7713,4.82382,Private room,130,1,1,2016-07-07,0.01,3,0,0,
13428383,Studette à 10 min à pieds de La Part Dieu !,35775357,Julien,,3e Arrondissement,45.75376,4.86663,Entire home/apt,18,365,6,2016-07-16,0.08,1,0,0,
13429534,Chambre a louer dans beau duplex,76488408,Aurore Et Baptista,,9e Arrondissement,45.78747,4.79277,Private room,41,1,2,2016-06-24,0.03,1,0,0,
13440026,Cosy studio Lyon,61812281,Charlotte,,6e Arrondissement,45.76855,4.85217,Entire home/apt,100,365,0,,,1,0,0,
13440341,Chambre à 100m de l'arrêt métro D - Gare de Vaise,12977619,Tiziana,,9e Arrondissement,45.78232,4.80597,Private room,60,1,8,2019-09-05,0.11,1,0,0,
13440553,Vaste appartement au design contemporain avec parking,6325587,Pascal,,5e Arrondissement,45.76239,4.79772,Entire home/apt,99,5,31,2022-08-16,0.41,2,180,9,6938512562652
13443071,""" Le clos Bissardon""",48146360,Olivier,,4e Arrondissement,45.78007,4.84072,Entire home/apt,160,7,13,2022-08-15,0.17,1,263,5,
13445993,Chambre privée dans le quartier de la part-dieu,76754587,Julie,,3e Arrondissement,45.76249,4.86596,Private room,30,1,39,2017-05-18,0.51,1,0,0,
13447716,Bel appartement 55m² au cœur de Lyon,28333279,Florine,,7e Arrondissement,45.74773,4.8427,Entire home/apt,59,365,2,2016-12-30,0.03,1,0,0,
13448504,T2 climatisé métro Garibaldi (46 m² + terrasse),74562468,Isabelle,,7e Arrondissement,45.74815,4.85505,Entire home/apt,50,6,17,2021-05-26,0.22,1,0,0,6938712546265
13448815,"appartement chaleureux, à 10 mn de  Bellecour",73360029,Danielle,,3e Arrondissement,45.74818,4.86612,Entire home/apt,90,365,0,,,1,0,0,
13448996,"Chambre calme et claire dans T4,haut des pentes",14827956,Catherine,,1er Arrondissement,45.77194,4.8272,Private room,25,2,84,2022-05-17,1.11,1,2,13,
13449743,Très agréable Appartement Cosy  Lyon centre,14822831,Sylvie,,1er Arrondissement,45.7711,4.8338,Entire home/apt,88,3,140,2022-09-08,2.20,1,63,30,6938112507631
13454762,Chambre avec terrasse à 2 pas de la gare Part-Dieu,2997129,Guéna,,3e Arrondissement,45.75676,4.86565,Private room,20,1,0,,,1,0,0,
13454971,Appartement spacieux et lumineux,76800740,Lise,,6e Arrondissement,45.76848,4.85079,Entire home/apt,79,365,3,2017-04-23,0.04,1,0,0,
13458544,Chambre au coeur de Lyon (Perrache-Confluence),7504073,Floriane,,2e Arrondissement,45.74236,4.82414,Private room,50,1,5,2016-06-26,0.07,1,0,0,
13462106,Big appartment in a nice area Lyon city center,14275188,Emile,,7e Arrondissement,45.74861,4.85754,Entire home/apt,471,1,6,2017-03-26,0.08,2,77,0,6938713083527
13464434,CHAMBRE SIMPLE A LYON 7  POUR 1 PERSONNE,76975104,Fabienne,,7e Arrondissement,45.74149,4.85271,Private room,20,2,34,2019-02-03,0.45,1,0,0,
13468434,Coeur Vieux Lyon,77035044,Didier,,5e Arrondissement,45.76302,4.82592,Entire home/apt,70,3,680,2022-09-09,8.95,1,54,86,6938512436750
13469470,LYON,77045127,Damien,,6e Arrondissement,45.78956,4.85321,Entire home/apt,300,1,1,2017-01-25,0.01,1,90,0,
13475522,Chambre/salle de bain/balcon - Fête des Lumières,3887961,Cecília,,9e Arrondissement,45.76736,4.81236,Private room,95,1,18,2017-04-13,0.24,1,0,0,
13475835,"A 9mn du centre de Lyon , 120m2",35848151,Colette,,6e Arrondissement,45.77106,4.87247,Entire home/apt,120,3,86,2022-09-11,1.19,1,147,18,
13485055,Bel appartement à la croix rousse,15663214,Magali,,4e Arrondissement,45.78429,4.82301,Entire home/apt,80,365,0,,,1,0,0,
13487576,Appartement en rez-de-Jardin dans résidence calme,65081046,Anne,,9e Arrondissement,45.80522,4.8534,Entire home/apt,55,2,40,2022-08-18,0.53,1,322,14,
13488439,"Chambre dans colocation 4 personnes, Centre ville",48269651,Mathieu,,1er Arrondissement,45.76861,4.83178,Private room,60,1,0,,,1,0,0,
13488673,Appart entier - calme - lumineux - 1 chambre,43823,Regis,,1er Arrondissement,45.77016,4.82894,Entire home/apt,51,1,35,2022-06-12,0.46,2,0,11,6938113023315
13489509,l'atelier du 6,77292534,Issam,,6e Arrondissement,45.76845,4.84975,Entire home/apt,70,2,125,2022-08-06,1.65,1,256,15,6938612623496
13489664,Chambre proche de Fourvière et du funiculaire,36028525,Gaëtan,,5e Arrondissement,45.76137,4.81346,Private room,30,1,1,2016-06-19,0.01,1,0,0,
13491120,Appartement calme très bien situé,77313333,Elliot,,6e Arrondissement,45.76524,4.8531,Entire home/apt,316,1,314,2022-07-20,4.31,1,127,18,6938612702779
13491300,Chambre Lyon Jean Macé prox transports + petit-déj,9750994,Magali & Philippe,,7e Arrondissement,45.74323,4.84038,Private room,25,1,4,2017-12-09,0.05,1,0,0,
13493752,Chambre Lyon centre,77318498,Claire,,6e Arrondissement,45.76701,4.84185,Private room,50,1,0,,,1,0,0,
13494272,Cozy room 10 minutes from the citycenter Bellecour,15081901,Xeniya,,9e Arrondissement,45.76921,4.80646,Private room,39,1,312,2022-07-07,4.11,1,73,49,
13500698,Bedroom in the center of Lyon,62881349,Vera,,5e Arrondissement,45.76602,4.82877,Private room,100,1,0,,,1,0,0,
13501790,Grand studio entre gare et aeroport,77449288,Panelle,,3e Arrondissement,45.75496,4.87539,Entire home/apt,49,365,1,2016-07-07,0.01,1,0,0,
13503686,Au coeur de Lyon,10341470,Benoit,,1er Arrondissement,45.76733,4.8312,Private room,35,1,8,2022-04-08,0.21,1,0,2,
13509916,Chambre moderne à 2pas du métro sans soucis,71471709,Julie,,8e Arrondissement,45.74655,4.86405,Private room,18,7,3,2016-06-19,0.04,1,0,0,
13522450,Studio lumineux très bien placé,34027858,Frantz,,7e Arrondissement,45.7542,4.84516,Entire home/apt,55,365,0,,,1,0,0,
13534128,Havre de paix ensoleillé en pleine ville,44241539,Julie,,7e Arrondissement,45.74822,4.8484,Entire home/apt,55,2,16,2022-08-18,0.21,1,223,3,6938712801237
13537697,"Flat 73 m2 - calm, close center & subway",18698987,Thierry,,3e Arrondissement,45.74744,4.87131,Entire home/apt,65,365,4,2016-10-15,0.05,1,0,0,
13539358,Bedroom in a nice apt in croix rousse + terrasse,19694467,Laetitia,,1er Arrondissement,45.77194,4.82692,Private room,55,1,0,,,2,0,0,
13541373,Studio Lyon-Villeurbanne n° 1,48689444,Carole,,3e Arrondissement,45.76041,4.87757,Entire home/apt,50,1,183,2022-09-12,2.82,3,313,44,GE01841
13541962,Chambre meublée chez l'habitant,77910641,Marie-France,,9e Arrondissement,45.776,4.77639,Private room,35,1,62,2022-07-10,0.82,1,52,9,
13543666,"STUDIO FRANKLIN, in the Heart of Lyon !",77897675,Marie-Laure,,2e Arrondissement,45.75301,4.82924,Entire home/apt,76,2,303,2022-09-07,4.00,1,127,64,Exempt - hotel-type listing
13545456,"Chambre lumineuse, Centrale Metro D",22585997,Fanny,,3e Arrondissement,45.75345,4.8508,Private room,30,1,2,2016-07-07,0.03,1,0,0,
13545512,Appart lumineux Design proche Part Dieu,77949945,Maud,,6e Arrondissement,45.76489,4.86667,Entire home/apt,70,365,3,2016-07-07,0.04,1,0,0,
13553669,"Coeur du Vieux Lyon, Chambre Spacieuse et sa Cour",78032667,Andrea,,5e Arrondissement,45.76124,4.82478,Private room,42,2,2,2016-07-11,0.03,1,0,0,
13555424,Chambre 20 m2 avec bureau style artdéco dans 200m2,19174650,Nathalie,,3e Arrondissement,45.750244,4.858308,Private room,56,2,9,2022-03-29,0.12,2,87,2,
13559012,Studio tout neuf meublé à Charpennes,5117719,Cecile,,6e Arrondissement,45.77106,4.86391,Entire home/apt,60,4,2,2022-07-18,0.98,16,220,2,
13568580,Chambre partagée pour solo,32288551,Laurence,,8e Arrondissement,45.72532,4.87572,Shared room,50,1,1,2016-06-22,0.01,1,0,0,
13569619,Appartement au coeur du Vieux Lyon,78243978,Manon,,5e Arrondissement,45.75929,4.82546,Entire home/apt,100,365,0,,,1,0,0,
13570166,T2  53m2 avec terrasse et place de parking privée.,78249608,Franck,,8e Arrondissement,45.71229,4.88643,Entire home/apt,65,2,13,2019-12-08,0.18,1,347,0,
